COGs	BG1	BG2	BG3	BP1	BP2	BP3	BS1	BS2	BS3	RG1	RG2	RG3	RP1	RP2	RP3	RS1	RS2	RS3
NOG147352	0	0	0	0	0	0	17.0	0	0	0	0	0	0	0	0	0	0	0
NOG147354	0	0	65.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG147370	5.0	0	3.0	0	0	0	9.0	6.0	10.0	0	0	0	0	0	0	0	0	0
NOG147387	3.0	2.0	4.0	0	0	0	2.0	4.0	2.0	0	0	0	0	0	0	0	0	0
NOG147390	1.0	0	4.0	0	1.0	1.0	11.9	5.0	8.0	0	1.0	0	1.0	0	0	2.0	0	2.0
NOG14741	4.9	10.9	9.5	1.7	2.5	2.0	19.9	18.4	15.6	7.9	8.4	4.9	2.0	0	1.0	55.8	70.2	57.0
NOG147418	2.0	5.0	3.0	0	1.0	0	7.0	48.0	13.0	0	0	0	0	0	0	0	0	0
NOG147448	1.0	2.0	1.0	0	0	1.0	5.0	24.0	6.0	0	0	0	0	0	0	0	0	0
NOG147451	3.3	4.2	3.7	2.0	2.0	4.0	9.4	8.5	12.9	9.0	6.2	6.3	0	4.0	0	32.7	40.7	36.3
NOG147531	1.0	0	1.0	1.0	0	3.0	1.7	10.0	4.2	0	0	0	0	0	0	7.0	3.0	3.0
NOG147535	0	1.0	0	0	0	0	7.7	57.1	4.8	0	0	0	0	0	0	0	0	0
NOG14756	0	0	0	0	0	0	3.0	0	8.4	0	0	0	0	127.0	0	0	0	0
NOG14758	6.0	7.8	8.9	3.2	2.4	2.3	11.1	17.7	11.8	7.4	6.9	5.2	4.0	6.0	0	26.5	38.9	32.6
NOG14760	0	1.0	0	0	0	1.0	8.0	0	0	0	0	0	11.0	12.0	7.0	1.0	0	0
NOG147612	0	0	0	0	0	0	77.0	30.0	27.0	0	0	0	0	0	0	0	0	0
NOG14762	0	0	0	0	0	0	13.3	0	8.9	0	0	0	0	95.5	0	0	0	0
NOG147638	0	2.0	0	0	0	0	5.0	24.8	3.0	0	0	0	0	0	0	0	0	0
NOG14767	0	0	1.0	1.0	0	0	13.2	3.8	3.0	3.1	5.1	4.8	1.0	0	0	15.1	28.8	22.1
NOG147670	180.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG147684	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
NOG147709	0	0	0	0	0	0	2.0	0	11.5	0	0	0	0	0	0	1.0	2.8	2.0
NOG14778	8.0	24.8	15.5	1.0	8.3	3.5	30.5	18.6	17.2	13.3	18.1	20.0	1.8	1.0	2.0	52.1	75.8	40.1
NOG147792	3.6	1.0	4.7	0	0	1.5	5.6	12.7	5.9	0	2.0	2.0	0	0	0	5.0	11.0	8.0
NOG14780	4.1	3.8	6.3	1.0	1.0	1.6	3.5	4.5	4.3	4.2	3.9	3.6	1.0	2.0	0	13.8	21.0	18.3
NOG147851	0	0	0	1.7	43.4	0	0	0	0	0	0	0	9.0	2.0	5.0	0	0	0
NOG147870	5.4	9.9	7.3	1.9	1.7	3.0	14.1	18.3	13.1	15.0	18.0	8.0	1.0	1.0	0	42.3	50.6	47.1
NOG147877	1.5	6.0	3.5	2.0	1.5	1.0	0	0	0	0	0	0	0	0	0	0	0	0
NOG147915	1.7	4.8	4.5	0	0	0	9.3	10.7	3.0	0	0	0	0	0	0	0	0	0
NOG147929	3.6	5.8	10.6	0	1.0	1.0	3.1	3.8	6.3	5.2	5.0	3.3	0	2.0	0	18.2	27.1	19.5
NOG14795	0	0	0	0	0	0	0	0	9.9	0	0	0	0	52.0	0	0	0	0
NOG147950	4.0	7.0	11.0	0	0	0	10.0	2.0	16.0	8.0	3.9	8.0	2.0	0	0	39.3	48.7	45.3
NOG147965	2.2	3.0	3.2	2.2	6.0	1.6	3.4	7.6	3.2	7.1	5.0	1.0	3.0	0	2.0	18.0	16.2	15.3
NOG14797	2.6	7.1	5.4	3.3	1.5	1.2	18.7	13.4	5.9	1.0	2.0	2.7	0	0	0	5.8	8.9	9.6
NOG147987	0	0	0	1.0	0	0	6.0	0	2.0	0	0	0	0	0	0	0	0	0
NOG147992	0	0	0	0	0	0	10.0	6.0	7.0	0	0	0	0	0	0	0	0	0
NOG147994	3.0	3.0	13.0	1.0	6.0	4.0	23.0	33.0	19.0	0	0	0	0	0	0	0	0	0
NOG147996	0	0	4.0	0	0	0	1.0	38.0	25.0	0	0	0	0	0	0	0	0	0
NOG148015	2.0	2.2	2.2	1.0	2.0	0	2.6	21.8	9.1	0	0	0	0	0	0	0	0	0
NOG148022	4.0	10.4	10.9	2.3	3.0	2.0	10.9	11.0	7.2	11.9	26.6	6.4	2.0	3.0	0	64.4	68.6	58.7
NOG148089	0	0	1.0	0	0	0	3.0	6.0	3.0	0	0	0	0	0	0	0	0	0
NOG148092	5.0	8.0	5.0	1.0	0	0	9.0	0	8.0	0	0	0	0	0	0	0	0	0
NOG148098	1.0	20.0	1.0	10.5	41.2	1.0	1.0	0	237.0	0	1.0	0	3.2	2.0	3.0	10.5	10.0	4.0
NOG148102	91.0	1.0	0	7.4	16.0	36.0	299.0	0	1.0	0	0	0	50.9	12.4	6.8	0	0	4.0
NOG148134	0	0	23.0	0	10.0	10.0	0	0	0	0	0	0	0	0	0	0	0	0
NOG148151	6.0	21.0	4.0	154.0	97.0	197.0	125.0	4.0	281.0	0	1.0	0	5.5	0	7.5	0	0	1.0
NOG148153	0	0	0	0	0	0	15.8	5.8	6.5	0	0	0	0	0	0	0	0	0
NOG14818	0	0	0	0	0	0	2.0	0	19.0	0	0	0	0	0	0	0	0	0
NOG148199	2.0	2.0	4.0	0	0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	0	0	0	3.0	2.0	4.0
NOG148227	0	0	0	0	0	0	6.4	2.2	3.0	0	0	0	0	0	0	0	0	0
NOG14823	0	0	0	0	0	0	0	0	12.0	1.0	0	0	7.0	3.0	6.0	0	0	1.0
NOG148251	0	0	0	0	23.0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG14826	0	0	0	0	0	0	3.0	1.0	12.0	2.0	0	0	0	0	0	1.0	4.0	0
NOG148260	12.0	25.0	18.0	4.0	3.0	3.0	13.0	12.0	14.0	7.4	14.9	8.5	0	2.0	0	81.2	102.9	82.3
NOG148268	0	0	0	0	0	0	7.0	2.0	6.0	0	0	0	0	0	0	0	0	0
NOG14827	0	1.0	0	0	0	0	2.0	0	6.0	2.0	1.5	2.0	0	0	0	5.5	9.3	10.6
NOG148273	0	18.0	33.3	0	0	0	0	0	6.0	0	0	0	24.0	31.7	19.2	2.0	6.0	2.0
NOG14829	1.6	0	0	0	0	0	3.3	13.8	6.7	0	0	1.0	0	0	0	4.0	4.0	5.0
NOG148295	0	0	0	0	0	0	4.0	4.0	5.0	0	0	0	0	0	0	0	0	0
NOG148297	1.0	1.0	7.0	0	0	2.0	1.0	0	1.8	0	0	4.0	0	0	0	5.0	2.0	1.0
NOG148299	0	0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0
NOG148317	0	1.0	0	0	0	0	0	16.0	3.0	0	0	0	0	0	0	0	0	0
NOG148322	4.0	0	5.0	4.0	1.0	0	1.0	7.5	3.7	0	0	2.0	0	0	0	2.1	3.0	3.0
NOG14834	2.9	11.4	8.2	1.0	5.5	2.0	10.7	11.9	9.4	3.9	5.8	4.6	0	0	1.5	14.9	24.4	18.0
NOG14835	2.1	5.0	4.7	2.0	2.0	3.0	7.4	6.4	4.8	4.1	8.9	5.2	2.0	0	0	18.6	19.3	20.7
NOG148373	12.1	14.0	14.9	3.2	2.9	1.0	12.3	7.0	4.6	20.0	25.0	20.8	0	0	2.0	68.1	78.7	83.5
NOG148409	0	0	0	22.5	12.7	16.1	0	0	0	0	0	0	23.0	0	0	0	0	0
NOG14843	6.6	28.9	16.5	7.0	5.6	3.8	13.0	9.6	13.0	20.2	11.8	13.4	4.0	2.0	3.0	66.5	73.3	65.6
NOG148449	0	7.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG148450	0	0	0	0	0	0	25.0	4.0	10.0	0	0	0	0	0	0	0	0	0
NOG148508	1.0	1.0	0	0	0	0	3.0	1.0	1.0	0	0	0	0	0	0	0	0	0
NOG148524	33.0	2.4	7.5	13.2	16.0	22.4	71.7	104.8	2.1	1.0	0	0	94.1	62.0	54.3	0	5.0	4.5
NOG148529	26.0	0	9.0	1.5	0	10.0	0	0	0	0	0	0	0	0	0	0	0	0
NOG148538	2.3	3.2	5.5	0	0	2.0	22.9	6.8	14.6	0	0	0	0	0	0	0	0	0
NOG14854	0	0	0	0	0	0	2.0	0	9.0	0	0	0	0	0	0	0	0	0
NOG148543	3.0	0	2.0	1.0	0	2.0	8.0	40.0	4.0	0	0	0	0	0	0	0	0	0
NOG148578	3.5	3.2	4.7	0	0	3.0	6.1	8.7	7.3	3.0	1.7	6.0	0	0	0	14.7	16.8	9.4
NOG148594	0	0	1.0	0	0	0	2.0	0	2.0	0	1.0	0	0	0	0	7.0	6.0	0
NOG14861	9.0	5.1	4.2	0	1.3	2.0	12.9	17.5	9.7	6.2	6.9	5.0	0	0	0	35.0	44.5	35.1
NOG148677	0	0	0	0	0	0	6.0	1.0	1.0	0	0	0	0	0	0	0	0	0
NOG14871	0	0	11.0	0	20.8	0	0	0	0	0	0	0	0	0	0	2.0	1.0	3.0
NOG148751	0	0	0	0	0	0	3.0	2.0	2.0	0	0	0	0	0	0	0	0	0
NOG148774	0	0	0	0	0	0	3.0	4.0	2.0	0	0	0	0	0	0	0	0	0
NOG14880	4.7	11.1	7.5	3.3	1.8	1.3	8.3	5.1	6.2	11.7	9.3	12.0	3.1	2.0	2.0	49.3	52.5	43.5
NOG148804	0	0	0	0	0	0	21.5	5.4	4.2	0	0	0	0	0	0	0	0	0
NOG148807	1.8	2.0	4.2	1.0	0	0	6.8	5.3	3.0	3.0	0	0	0	0	0	5.3	2.2	0
NOG148822	1.0	0	3.0	0	0	0	3.0	7.0	3.0	0	0	0	0	0	0	0	0	0
NOG148870	0	0	0	0	0	0	11.0	0	6.0	0	0	0	0	0	0	0	0	0
NOG148916	0	0	0	0	0	1.0	5.0	3.0	7.0	0	0	0	0	0	0	0	0	0
NOG14896	0	47.0	39.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG148979	7.0	29.0	16.0	1.0	3.0	7.0	0	0	0	5.0	0	0	0	0	2.0	0	0	1.0
NOG149021	0	4.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG149038	0	0	0	0	55.0	0	0	0	0	0	0	0	1.0	15.0	9.0	0	0	0
NOG149050	2.0	2.0	0	0	0	3.5	1.0	10.7	7.7	0	0	0	0	0	0	0	0	0
NOG149054	86.0	80.0	50.0	649.0	874.0	467.0	47.0	2.0	95.0	0	0	0	0	0	0	0	0	0
NOG149057	0	0	0	0	0	14.0	1.0	0	0	0	0	0	0	0	0	0	0	0
NOG149068	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG149075	0	0	0	0	0	0	0	0	11.1	0	0	0	0	0	0	0	0	0
NOG149076	0	0	1.0	59.0	322.0	18.0	0	0	0	0	0	0	0	0	0	0	0	0
NOG149078	0	1.0	1.0	1.0	0	0	4.0	1.0	1.0	0	0	0	0	0	0	0	0	0
NOG149085	0	0	0	0	2.0	2.0	2.0	6.9	8.0	0	0	0	0	0	0	0	0	0
NOG14913	3.8	4.3	4.7	0	1.7	1.2	4.1	10.2	9.0	4.6	4.3	2.1	0	0	1.0	25.2	17.4	22.5
NOG149132	0	1.0	1.0	0	0	0	4.0	7.1	4.0	0	5.0	0	0	0	0	7.0	15.0	4.0
NOG149134	1.0	12.0	0	7.0	247.0	9.0	8.0	0	19.0	0	2.0	0	14.6	13.0	18.6	0	1.0	1.0
NOG149139	0	0	0	0	0	0	1.0	0	3.0	1.0	1.0	1.0	0	0	0	3.4	0	3.6
NOG14914	0	0	0	0	0	0	98.0	28.0	68.0	0	0	0	0	0	0	0	0	0
NOG149165	2.0	3.0	68.8	56.2	121.6	50.7	493.9	1172.2	6.7	1.8	2.0	0	209.3	291.0	343.3	2.7	10.7	14.6
NOG149195	1.0	3.0	5.0	0	0	0	5.0	4.0	4.0	0	0	0	0	0	0	0	0	0
NOG149200	0	1.0	6.0	0	0	0	9.1	2.7	5.2	0	0	0	0	0	0	0	0	0
NOG14922	2.3	3.1	4.6	0	2.4	2.3	6.9	18.1	7.4	5.3	8.5	4.9	0	0	0	21.5	37.9	33.3
NOG149233	4.6	2.0	4.8	0	4.0	5.0	6.4	6.6	3.8	0	0	0	0	0	0	0	0	0
NOG14924	0	0	0	0	39.0	0	2.0	0	0	0	0	0	0	0	0	0	0	0
NOG149240	1.0	2.0	3.0	0	0	0	17.0	17.0	7.0	0	0	0	0	0	0	0	0	0
NOG14926	3.2	3.2	2.9	3.6	0	1.8	3.8	4.3	4.7	1.0	1.6	2.0	0	0	0	8.3	7.8	7.5
NOG149281	1.0	0	4.0	4.0	0	0	3.0	3.0	1.0	1.0	0	0	0	0	0	0	3.0	6.0
NOG149298	0	1.0	4.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
NOG149304	2.0	3.0	2.0	0	1.4	2.0	6.0	38.1	22.4	0	4.0	0	0	0	0	10.0	12.0	12.0
NOG149307	0	4.0	5.0	0	0	0	2.0	2.0	2.0	6.0	8.0	14.0	0	1.0	0	27.8	16.9	26.8
NOG149309	1.0	1.6	1.4	0	1.0	1.0	5.6	2.0	2.6	2.5	1.7	7.0	0	0	0	6.9	5.8	15.6
NOG149319	4.0	3.0	1.0	0	0	0	2.0	7.0	3.0	1.0	0	1.0	0	0	0	7.0	6.9	5.1
NOG149329	2.0	2.0	0	7.0	1.0	0	5.0	3.0	2.0	5.0	2.0	0	0	0	0	8.0	5.0	3.0
NOG149342	0	7.0	0	4.0	111.0	43.0	0	0	0	0	0	0	0	0	0	0	0	0
NOG149346	0	0	0	0	0	0	0	0	11.0	0	0	0	0	0	0	0	0	0
NOG149347	0	3.0	4.0	0	0	0	1.0	32.0	15.0	0	0	0	5.0	0	0	2.0	9.0	9.0
NOG14935	0	4.6	2.6	0	0	0	520.5	25.4	33.8	0	3.0	0	0	0	0	9.0	58.0	14.0
NOG149358	0	0	0	0	0	1.0	3.0	1.5	1.5	0	4.0	1.0	0	0	0	9.0	13.0	6.0
NOG149359	0	0	0	0	0	0	19.0	2.0	11.0	0	0	0	0	0	0	0	0	0
NOG149365	0	1.0	5.0	0	0	0	4.0	8.0	1.0	2.0	2.0	1.0	0	0	0	7.6	8.0	10.0
NOG149368	15.3	10.6	14.5	4.4	7.6	8.5	40.8	89.2	61.9	6.0	7.4	5.4	1.0	2.0	2.0	33.9	45.3	47.0
NOG149380	0	0	0	0	36.0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG14939	6.4	9.9	16.3	2.2	2.8	1.7	17.7	11.4	8.8	8.4	4.5	5.7	1.0	2.0	1.0	32.0	34.8	30.8
NOG149393	0	0	0	0	0	0	0	0	11.0	0	0	0	0	0	0	0	0	0
NOG149395	0	9.0	0	65.0	96.0	4.0	0	0	0	0	0	0	6.0	16.7	3.0	0	0	0
NOG149397	1.0	5.9	6.6	0	0	1.0	2.7	0	5.0	3.0	4.2	2.2	0	0	0	19.5	29.6	22.7
NOG149402	0	4.0	0	4.0	1.0	7.0	0	0	0	1.0	0	1.0	38.0	36.0	21.0	0	0	1.0
NOG149405	0	0	1.0	2.0	0	0	18.4	4.0	5.0	0	0	0	0	0	0	2.0	5.0	4.5
NOG149418	4.0	1.0	5.0	0	2.0	2.0	0	5.0	2.0	0	0	0	0	0	0	0	0	0
NOG149437	0	2.0	1.0	0	0	63.0	16.0	0	16.0	0	0	0	0	0	15.5	0	0	0
NOG149439	2.0	1.0	3.8	0	1.0	0	1.0	5.0	5.1	0	0	0	0	0	0	3.0	6.0	0
NOG149450	0	0	0	14.0	0	13.0	0	0	0	0	0	0	0	0	0	0	0	0
NOG14946	4.0	0	3.0	0	0	2.0	10.0	10.0	5.0	2.0	1.0	2.0	0	1.0	0	8.4	9.1	10.7
NOG149466	1.7	1.0	3.0	0	0	2.0	5.0	3.7	2.0	0	0	0	0	0	0	0	0	0
NOG149478	0	0	0	0	0	0	43.4	18.0	17.5	0	0	0	0	0	0	0	0	0
NOG149484	0	0	0	0	0	0	13.0	0	0	0	0	0	0	0	0	0	0	0
NOG149486	3.0	4.0	4.0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
NOG149566	1.0	2.0	3.5	0	2.0	2.0	1.7	4.1	2.0	0	0	0	0	0	0	0	0	0
NOG149568	0	0	0	0	0	0	1.0	0	12.0	0	0	0	0	0	0	0	0	0
NOG149570	0	0	0	0	78.0	0	0	0	0	0	0	0	1.0	0	27.0	0	0	0
NOG149573	1.0	0	0	0	0	0	3.0	9.0	19.0	0	0	0	0	0	0	6.0	5.0	2.0
NOG14958	8.4	16.3	23.7	7.0	5.6	4.9	17.7	13.3	14.4	26.8	13.8	8.6	2.0	2.0	0	60.6	79.3	74.9
NOG14959	0	0	0	0	0	0	2.0	2.0	13.0	0	0	0	0	0	0	0	0	0
NOG149590	10.5	30.5	20.5	4.0	1.0	1.5	1.0	0	1.0	0	0	0	0	0	0	0	0	0
NOG149631	0	1.0	0	35.0	75.0	10.1	0	0	0	0	1.0	0	8.8	9.4	19.6	3.2	3.8	0
NOG149646	0	0	1.0	0	0	0	1.0	7.0	1.0	0	0	0	0	0	0	0	0	0
NOG149658	5.0	2.0	2.0	0	0	0	3.8	1.0	1.9	0	0	0	0	0	0	0	0	0
NOG14966	0	0	0	0	0	30.0	0	0	0	0	0	0	24.0	5.0	0	0	0	2.0
NOG149669	0	0	0	2.0	0	0	19.0	0	6.0	0	0	0	0	0	0	0	0	0
NOG149671	7.2	4.0	8.0	0	1.7	1.0	9.2	7.2	19.1	13.0	10.0	7.0	0	0	0	50.7	57.3	66.7
NOG149676	0	5.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG149684	0	4.0	1.6	1.0	0	1.0	1.9	2.8	2.0	2.9	1.0	1.0	0	0	0	14.2	10.8	8.6
NOG149695	0	0	0	0	0	0	1.0	3.0	4.0	0	0	0	0	0	0	0	0	0
NOG149699	0	0	0	0	0	0	12.0	0	0	0	0	0	0	0	12.0	0	0	0
NOG149707	0	0	0	0	0	0	42.0	0	0	0	0	0	0	0	0	0	0	0
NOG149713	1.0	3.0	2.0	0	1.0	0	13.0	12.0	5.0	0	1.0	0	0	0	0	13.0	6.0	3.0
NOG14972	4.1	1.4	97.4	32.2	51.7	484.3	24.0	4.5	299.1	0	0	0	32.9	14.8	27.4	0	1.0	0
NOG149724	0	1.0	0	1.0	0	0	91.1	1277.0	0	0	0	0	0	0	0	0	0	0
NOG149726	0	4.0	3.0	1.0	0	1.0	11.0	0	12.0	0	0	0	0	0	0	0	0	0
NOG149735	1.0	3.5	1.0	0	1.0	1.0	0	7.5	6.5	0	0	0	0	0	0	0	0	0
NOG14976	1.7	3.7	6.5	4.0	1.0	1.0	6.1	5.0	3.1	3.4	1.7	2.9	1.0	0	0	15.4	20.7	15.4
NOG149762	0	0	0	0	0	0	21.3	4.6	7.0	0	0	0	0	0	0	0	0	0
NOG149779	0	4.0	2.0	0	0	0	4.0	59.0	16.0	0	0	0	0	0	0	0	0	0
NOG149796	6.0	3.0	8.0	1.0	1.0	2.0	3.0	2.0	1.0	2.0	6.0	3.5	0	0	0	32.0	46.0	33.4
NOG149851	0	2.0	0	0	0	0	14.0	10.0	8.0	0	0	0	0	0	0	0	0	0
NOG149872	7.0	2.0	8.0	0	0	0	11.0	12.0	9.0	1.0	0	0	0	0	0	3.0	12.0	6.0
NOG149875	7.0	10.0	32.0	1.0	4.0	6.0	16.0	8.0	13.0	7.6	22.0	8.0	1.0	0	2.0	63.7	86.4	63.2
NOG149879	0	0	0	0	0	0	0	1.0	11.0	0	0	0	0	0	0	0	0	0
NOG14989	0	1.0	14.0	17.0	12.0	7.0	123.2	267.4	1.0	0	0	0	36.0	46.4	44.4	1.0	8.0	11.0
NOG149893	0	2.3	2.0	0	2.0	3.0	4.8	1.0	4.9	1.0	0	2.0	0	0	0	2.6	3.0	1.0
NOG149933	0	0	0	5.0	0	0	71.0	8.0	23.0	0	0	0	0	0	0	0	0	0
NOG149948	2.0	4.2	2.0	0	1.0	0	2.0	7.6	0	1.0	0	0	0	0	0	9.0	20.0	4.0
NOG149958	1.0	1.0	2.3	1.0	0	0	4.6	6.0	0	1.0	0	0	0	0	0	2.0	3.0	8.0
NOG15000	1.5	1.3	1.3	0	1.0	2.0	3.4	3.1	1.7	2.3	1.4	4.4	2.0	0	0	6.6	9.5	10.6
NOG150029	0	2.4	0	0	0	0	1.0	12.7	2.6	0	0	0	0	0	0	0	0	0
NOG15003	7.7	3.2	2.0	0	0	0	11.5	40.1	16.7	2.0	3.0	10.0	0	0	0	15.2	18.6	24.6
NOG150034	1.9	5.2	6.0	1.0	1.0	1.7	4.5	1.4	5.1	9.4	7.9	7.4	0	0	0	34.3	49.1	62.2
NOG150066	0	0	0	0	0	8.0	0	0	0	0	0	0	0	0	0	0	0	0
NOG150097	1.0	2.7	2.0	0	0	1.0	3.0	3.1	3.4	1.0	0	1.0	0	0	0	4.3	4.8	5.2
NOG150105	0	0	0	0	0	0	0	0	10.0	0	0	0	0	0	0	0	0	0
NOG150111	0	0	2.0	0	0	0	2.0	2.0	2.0	0	0	0	0	0	0	0	0	0
NOG150144	0	0	0	0	0	0	1.0	1.0	3.0	0	0	0	0	0	0	0	0	0
NOG150162	4.0	13.0	20.0	2.0	5.0	2.0	8.0	1.0	7.0	6.4	6.0	8.0	0	0	0	28.6	35.8	41.1
NOG150165	0	0	6.0	10.0	1.0	91.0	0	0	0	0	0	0	4.0	0	1.0	0	0	0
NOG150170	2.0	0	0	2.0	0	0	141.8	47.0	54.6	4.5	0	2.0	2.0	0	0	15.0	15.0	13.9
NOG150182	1.0	0	5.0	0	1.0	1.0	11.0	12.0	4.0	0	0	0	0	0	0	0	0	0
NOG150186	1.0	73.0	2.0	28.0	38.0	12.6	4.0	0	3.0	0	0	0	0	0	45.0	0	0	0
NOG150225	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
NOG15023	1.0	3.0	3.0	0	1.0	2.0	4.4	11.1	5.3	1.6	4.0	7.0	1.0	0	0	9.8	9.5	7.6
NOG150238	7.7	11.5	10.5	1.0	3.8	7.0	7.5	6.2	6.0	23.6	9.7	7.9	0	0	8.0	65.8	61.3	60.8
NOG150244	3.5	12.5	14.1	1.0	2.0	2.0	5.1	4.0	6.9	14.1	7.6	5.4	1.0	2.0	1.0	30.5	32.8	29.1
NOG150257	0	0	24.0	0	0	0	0	0	0	0	0	0	44.0	207.0	0	0	0	0
NOG150268	5.0	17.0	27.0	1.0	0	6.0	6.0	8.0	2.0	1.0	3.0	2.0	0	0	0	8.0	14.0	5.0
NOG150277	2.5	5.0	15.1	2.0	1.5	2.0	7.0	11.6	8.1	19.0	10.5	6.1	0	0	0	76.1	76.9	65.1
NOG150278	1.0	4.4	1.4	0	0	8.0	1.8	23.6	3.2	0	0	0	0	0	0	0	0	0
NOG15028	3.1	8.2	9.1	1.4	1.5	1.8	8.9	10.6	6.9	14.5	10.2	8.9	1.9	4.0	2.0	33.3	41.9	40.4
NOG150299	7.2	6.8	9.4	0	3.3	1.0	11.5	3.3	7.3	9.5	2.1	3.1	0	0	0	37.1	38.3	36.4
NOG150323	0	0	0	0	24.0	0	0	45.0	0	0	0	0	0	0	0	0	0	0
NOG150325	0	0	0	0	107.0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG15035	0	0	0	0	0	0	151.4	15.0	10.7	3.0	3.0	3.0	0	0	0	20.0	15.0	22.0
NOG150362	0	0	0	10.0	24.5	47.5	0	0	0	0	0	0	0	0	0	0	0	0
NOG150379	10.8	13.2	15.1	4.0	5.5	3.7	81.6	166.4	57.5	0	0	0	0	0	0	0	0	0
NOG150449	1.0	2.0	3.0	0	0	1.0	5.8	2.0	11.4	4.6	4.0	2.0	1.0	0	0	9.2	14.1	10.0
NOG15049	0	2.0	0	0	3.0	0	10.4	2.8	3.7	1.9	1.0	0	0	0	0	6.9	6.8	8.7
NOG150527	11.0	4.0	5.6	0	4.0	2.5	7.0	38.6	16.8	0	0	0	0	0	0	0	0	0
NOG150539	0	1.0	4.6	1.0	1.0	1.0	2.0	13.7	5.9	0	0	2.0	0	0	0	14.0	5.0	6.0
NOG15056	0	1.0	1.5	0	1.0	1.0	2.6	2.0	1.6	0	0	0	0	0	0	0	0	0
NOG150560	0	0	0	0	0	0	5.0	0	3.0	0	0	0	0	0	0	0	0	0
NOG150585	1.0	0	3.0	0	0	2.0	5.0	8.0	5.0	0	0	0	0	0	0	0	0	0
NOG150621	0	0	2.0	0	0	0	3.4	10.1	7.1	0	0	0	0	0	0	0	0	0
NOG150660	0	4.0	6.0	0	0	0	3.0	26.0	19.0	0	0	0	0	0	0	0	0	0
NOG150662	2.0	2.0	9.0	0	1.0	1.0	3.0	1.0	1.0	10.0	1.0	6.0	0	0	0	27.0	34.0	31.0
NOG150674	0	0	0	0	0	0	0	0	16.0	0	0	0	0	0	0	0	0	0
NOG15068	2.6	4.2	2.1	1.5	4.7	1.3	6.9	5.3	5.2	9.0	6.0	9.0	0	0	0	25.5	19.6	22.1
NOG150697	0	0	0	0	0	111.0	0	0	0	0	0	0	12.3	1.0	16.0	2.0	0	0
NOG15070	0	0	59.1	52.0	32.9	24.0	251.9	234.7	2.7	0	0	0	33.7	58.3	69.9	1.9	1.9	4.3
NOG150710	0	0	0	0	0	0	0	7.0	5.0	0	0	0	0	0	0	0	0	0
NOG15072	0	0	0	0	0	0	0	0	26.5	0	0	0	0	0	0	0	0	0
NOG150743	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0
NOG15075	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG150757	0	1.0	1.6	0	0	0	2.6	4.7	2.0	0	0	0	0	0	0	0	0	0
NOG150760	0	0	0	0	0	0	0	0	45.0	0	0	0	0	0	0	0	0	0
NOG150817	0	1.0	2.0	0	0	39.0	11.0	2.0	15.0	0	0	0	0	0	0	0	0	0
NOG15082	18.0	12.3	5.0	187.7	1176.7	76.3	3.0	2.0	1668.0	0	0	2.0	294.1	108.7	33.0	2.0	1.0	5.6
NOG150829	0	2.0	0	0	1.0	0	0	2.0	0	6.0	5.0	0	2.0	0	0	17.0	21.0	27.0
NOG150836	0	0	0	0	0	1.0	63.8	11.9	29.9	0	0	0	0	0	0	0	0	0
NOG15084	2.8	2.5	5.7	2.0	3.0	2.0	8.3	6.9	3.2	2.2	4.8	4.5	2.0	0	0	11.9	17.5	16.5
NOG150876	2.2	6.1	4.4	0	1.0	1.0	1.5	3.0	5.1	17.0	11.4	5.1	0	2.0	0	45.5	53.8	39.1
NOG150904	2.0	1.0	2.0	0	0	0	7.0	9.0	6.0	0	0	1.0	0	0	0	7.2	1.5	7.0
NOG15091	0	7.0	2.0	0	0	0	11.0	49.0	14.0	2.0	2.0	3.0	0	0	0	13.9	13.2	8.5
NOG150919	0	0	0	0	0	0	1.0	0	1.6	0	0	0	0	0	0	0	0	0
NOG150922	0	1.4	6.3	0	1.0	2.0	5.0	16.7	5.2	0	0	1.0	0	0	0	3.0	6.0	4.0
NOG15093	2.0	2.0	7.0	3.0	0	3.0	13.8	3.9	4.7	7.0	6.0	1.0	0	1.0	0	27.0	43.0	32.0
NOG150944	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
