COGs	BG1	BG2	BG3	BP1	BP2	BP3	BS1	BS2	BS3	RG1	RG2	RG3	RP1	RP2	RP3	RS1	RS2	RS3
NOG150955	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG15098	3.1	7.5	8.9	1.6	1.8	3.4	8.7	7.4	6.7	8.0	5.2	9.5	0	2.5	0	22.6	27.1	22.1
NOG151010	2.0	3.6	3.8	1.0	1.0	2.0	4.0	3.4	2.0	4.6	3.4	3.3	2.0	0	1.0	14.3	18.7	13.3
NOG15111	2.8	5.4	2.3	2.0	0	5.2	9.2	22.5	14.6	2.0	1.5	0	2.0	0	2.0	8.8	7.4	8.1
NOG15112	5.9	6.9	11.3	1.6	5.1	2.4	12.5	15.4	12.2	5.1	5.5	7.5	1.5	1.0	0	35.9	48.9	39.0
NOG151122	0	0	0	2.0	0	0	18.0	10.0	6.0	0	0	0	0	0	0	0	0	0
NOG151128	5.0	2.0	6.0	0	1.0	0	2.0	2.8	1.6	4.4	2.0	3.0	0	0	0	15.0	19.3	12.8
NOG151155	1.0	0	4.0	0	0	0	3.0	8.0	8.0	0	0	0	0	0	0	0	0	0
NOG15118	2.9	6.8	6.0	2.0	3.5	1.5	8.0	14.1	6.5	1.0	0	1.7	0	0	1.0	16.3	10.1	7.8
NOG151197	1.0	1.0	1.0	0	0	0	2.0	15.0	10.0	0	0	0	0	0	0	0	0	0
NOG151202	1.4	8.0	8.9	0	1.0	0	7.5	10.7	3.0	0	0	0	0	0	0	0	0	0
NOG15121	8.9	12.4	18.8	2.3	5.0	6.8	17.2	13.4	6.6	9.7	10.5	31.8	2.3	1.0	0	39.3	44.0	36.1
NOG151222	1.0	5.0	7.6	0	0	0	0	4.1	8.3	8.0	7.0	2.0	1.0	0	0	42.0	40.0	49.0
NOG15123	5.9	6.0	8.9	2.0	2.0	9.1	14.5	16.4	6.8	7.9	8.6	5.2	0	0	0	29.2	43.0	36.5
NOG151244	3.0	12.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG15127	5.1	15.5	16.4	2.0	1.0	2.0	7.5	25.9	13.8	10.7	13.8	7.9	4.0	0	0	33.7	44.8	32.2
NOG151274	0	0	0	0	0	1.0	6.0	4.0	0	0	0	0	0	0	0	0	0	0
NOG15128	2.2	7.9	8.4	3.0	1.3	1.0	13.0	17.9	11.7	18.3	8.8	6.5	1.0	0	0	42.6	56.6	45.8
NOG151286	0	0	0	0	0	0	2.0	0	3.0	0	0	0	0	0	0	0	0	0
NOG151314	1.0	1.9	5.8	0	0	1.0	3.6	21.7	11.2	0	4.0	0	0	0	0	10.0	15.0	18.0
NOG151355	0	0	0	0	0	0	3.0	1.0	2.0	0	0	0	0	0	0	0	0	0
NOG151369	7.0	2.4	3.0	1.7	2.0	1.0	8.0	5.0	4.1	3.0	1.0	5.0	0	0	0	7.6	4.5	7.7
NOG151373	0	0	3.0	0	0	0	6.0	7.0	4.0	0	0	0	0	0	0	0	0	0
NOG15141	3.7	3.7	4.2	3.4	2.0	1.8	9.3	42.1	20.1	2.9	1.0	3.1	0	0	0	11.2	5.9	7.4
NOG15143	5.0	0	67.0	1.0	0	0	0	0	0	0	2.0	12.0	389.0	0	0	0	0	0
NOG151441	1.0	14.0	4.0	0	1.0	0	4.0	0	7.0	2.5	4.0	3.0	0	0	0	14.5	14.1	16.6
NOG151469	0	0	0	0	0	0	0	1.0	12.0	0	0	0	0	0	0	0	0	0
NOG151474	0	0	0	0	0	0	3.0	1.0	5.0	0	0	0	0	0	0	0	0	0
NOG15150	7.6	13.5	19.1	3.8	3.0	3.0	16.0	11.6	10.1	14.7	8.4	13.7	2.0	2.0	3.0	59.3	68.6	61.2
NOG15152	1.0	1.4	2.6	0	2.0	0	2.9	12.0	6.7	1.5	5.0	2.4	0	0	0	8.7	9.1	12.5
NOG15157	2.4	5.7	4.8	5.0	1.0	2.0	5.8	6.6	4.7	7.4	9.0	11.9	2.0	0	0	19.0	24.9	17.9
NOG151582	2.0	1.0	0	1.0	0	0	2.0	32.0	4.0	0	0	0	0	0	0	11.0	5.0	10.0
NOG151585	0	0	0	27.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG15160	3.1	2.8	4.3	1.0	1.7	1.0	14.0	10.2	8.3	5.1	2.0	2.6	1.0	2.0	0	18.5	20.1	15.8
NOG151600	0	0	5.0	2.0	0	1.0	4.0	1.0	0	0	0	0	0	0	0	4.0	2.0	7.0
NOG15161	113.1	23.5	29.8	24.6	36.8	77.9	64.2	122.3	4.4	1.0	1.0	3.1	55.2	47.7	45.7	3.2	6.2	3.8
NOG151624	2.0	2.6	9.1	0	1.0	1.4	3.0	5.1	5.7	8.5	6.4	3.2	1.6	1.0	2.0	17.1	19.1	16.4
NOG151637	0	0	1.0	0	0	0	2.0	21.0	1.0	0	0	0	0	0	0	0	0	0
NOG151668	0	0	0	0	0	0	0	0	11.0	0	0	0	0	0	0	0	0	0
NOG151677	8.3	16.7	14.7	2.1	2.5	1.8	0	2.0	0	0	0	0	0	0	0	0	0	0
NOG151713	0	1.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG151738	1.0	1.0	3.1	0	0	0	8.7	24.9	8.6	0	0	0	0	0	0	0	0	0
NOG151745	0	0	0	0	0	0	1.0	2.0	16.0	0	0	0	0	0	0	0	0	0
NOG151755	0	0	0	0	0	0	1.0	5.0	9.0	0	0	0	0	0	0	0	0	0
NOG151804	0	0	0	0	0	0	158.0	0	0	0	0	0	0	0	0	0	0	0
NOG151822	0	16.0	0	0	796.0	8.0	0	0	0	0	0	0	37.0	4.0	0	0	0	0
NOG151841	3.0	3.0	4.0	1.0	3.0	0	4.0	0	1.0	4.0	1.0	0	0	0	0	16.8	20.7	12.5
NOG151844	0	0	0	0	0	0	29.0	10.0	8.0	0	0	0	0	0	0	0	0	0
NOG151880	1.8	6.4	5.0	2.0	2.1	1.0	4.6	6.9	5.2	3.3	2.4	4.0	0	0	0	27.4	30.8	32.8
NOG151919	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
NOG151927	2.7	2.7	2.4	2.0	1.6	1.5	3.1	4.7	1.9	4.5	4.0	2.0	0	0	0	21.0	16.5	27.0
NOG151947	5.1	14.6	12.0	5.0	4.5	2.5	12.1	9.9	7.6	3.8	10.8	5.2	0	0	0	37.8	53.9	50.3
NOG15195	1.0	0	0	1.0	0	0	22.6	17.3	16.4	1.0	3.0	1.0	0	0	0	5.0	5.0	1.4
NOG15196	0	0	0	0	0	0	9.9	3.4	2.6	0	1.0	1.0	0	0	0	3.5	3.4	5.1
NOG152008	0	1.0	1.0	0	0	0	3.0	13.0	4.0	0	0	0	0	0	0	0	3.0	4.0
NOG152015	2.0	0	9.0	1.0	0	0	10.0	3.0	3.0	0	0	0	0	0	0	0	0	0
NOG152024	0	0	2.0	0	0	0	4.0	7.0	5.4	1.0	0	0	0	0	0	21.0	24.0	26.0
NOG152033	2.0	1.0	4.0	0	0	0	2.0	2.3	4.0	0	0	0	0	0	0	0	0	0
NOG152063	1.0	2.0	0	0	88.0	1.0	0	0	0	0	0	0	0	7.0	16.0	0	0	0
NOG152073	1.0	4.9	5.4	1.0	3.0	2.0	4.5	3.5	7.5	10.0	7.0	6.0	0	0	0	42.0	38.0	44.0
NOG152107	0	0	0	0	0	0	19.0	0	0	0	0	0	0	0	18.0	0	5.0	0
NOG152133	0	0	11.0	6.0	13.0	2.0	0	114.0	0	0	0	0	6.1	11.0	5.1	0	1.0	0
NOG152145	2.0	4.0	1.0	0	0	0	13.0	3.0	2.0	0	0	0	0	0	0	0	0	0
NOG15215	3.4	6.8	3.5	0	8.0	1.0	5.6	9.2	6.3	18.0	16.5	10.0	0	0	1.0	53.8	64.2	57.4
NOG152151	0	0	0	0	0	18.0	0	0	0	0	0	0	0	0	0	0	0	0
NOG152166	0	4.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG152169	4.0	2.0	6.0	0	5.0	1.0	11.0	2.0	6.0	0	0	0	0	0	0	0	0	0
NOG152176	0	4.0	10.0	0	1.0	1.0	7.0	4.0	5.0	4.7	6.5	1.0	0	0	1.0	23.9	29.0	38.9
NOG152184	1.0	6.4	6.0	2.0	1.0	1.0	3.5	3.1	1.0	0	0	0	0	0	0	0	0	0
NOG152207	0	0	0	0	0	0	0	0	23.0	0	0	0	0	0	0	0	0	0
NOG152230	0	0	0	0	0	0	0	6.0	1.0	0	0	0	0	0	0	0	0	0
NOG15226	2.2	2.8	3.0	1.0	0	2.5	4.7	11.3	7.0	3.0	2.8	4.0	0	0	0	7.6	11.4	13.2
NOG152261	0	0	0	0	5.0	0	0	663.0	0	0	0	0	0	0	0	0	0	0
NOG152274	0	0	0	0	0	0	6.0	1.0	12.0	0	0	0	0	0	0	0	0	0
NOG152292	0	4.3	3.0	0	2.0	5.0	1.0	18.0	6.9	0	1.0	2.0	0	0	0	14.0	23.0	23.0
NOG152298	0	8.0	0	173.0	0	175.0	0	0	0	0	0	0	0	0	0	0	0	0
NOG152314	3.8	6.7	3.0	3.0	1.4	2.5	4.1	4.8	10.2	0	0	0	0	0	0	4.0	8.0	8.0
NOG152317	1.9	4.1	3.6	2.0	1.0	1.0	7.4	15.5	8.4	4.5	9.1	7.4	2.0	0	1.0	26.3	31.2	22.9
NOG15232	0	0	0	0	0	0	0	0	18.0	0	0	0	14.2	8.6	2.0	0	0	2.0
NOG152394	0	2.0	1.0	0	0	0	2.0	19.0	2.0	0	0	0	0	0	0	0	0	0
NOG15240	4.8	1.6	18.4	11.9	17.5	12.2	162.2	149.9	3.4	0	1.0	0	105.3	95.9	123.3	1.0	2.5	2.5
NOG152403	0	0	0	0	0	0	7.0	0	4.0	0	0	0	0	0	0	0	0	0
NOG152439	1.6	3.0	2.8	0	2.0	0	4.0	5.8	4.1	0	0	0	0	0	0	0	0	0
NOG15244	0	0	0	0	0	0	3.4	0	35.8	0	0	0	0	0	0	0	0	0
NOG152449	72.0	3.5	9.5	16.0	6.7	31.1	0	0	1.0	0	0	0	7.1	11.0	8.0	0	0	0
NOG152455	0	0	0	0	2.0	0	10.0	1.0	3.0	0	0	0	0	0	0	0	0	0
NOG152458	0	0	3.0	0	0	0	12.0	5.0	4.0	0	0	0	0	0	0	0	0	0
NOG152461	3.0	3.4	3.0	1.0	0	1.0	3.2	12.0	3.0	5.0	4.3	16.0	0	1.0	1.0	20.9	19.0	21.7
NOG152495	0	0	1.0	0	0	0	2.0	6.0	2.0	1.0	0	0	0	0	0	1.0	3.0	2.0
NOG152496	0	0	0	0	0	0	4.0	1.0	0	0	0	0	0	0	0	0	0	0
NOG152517	1.0	5.0	4.0	2.0	0	2.0	17.0	59.0	25.0	0	0	0	0	0	0	0	0	0
NOG152522	0	0	0	0	0	0	1.0	1.0	21.4	0	0	0	0	0	0	0	0	0
NOG152531	2.0	0	0	0	0	1.0	4.0	5.0	8.0	0	0	0	0	0	0	0	0	0
NOG15254	0	0	0	0	27.0	35.0	2.0	7.0	15.0	0	0	0	29.0	4.0	1.0	1.0	0	2.0
NOG152543	0	0	0	0	0	0	6.0	3.0	5.0	0	0	0	0	0	0	0	0	0
NOG152557	2.0	0	4.5	0	0	0	11.5	4.5	2.5	0	0	0	0	0	0	0	0	0
NOG15256	0	0	0	0	0	0	0	1.0	5.0	0	0	0	0	0	0	0	0	0
NOG152567	0	0	1.0	0	0	2.0	5.0	6.0	2.0	0	0	0	0	0	0	0	0	0
NOG152577	0	1.0	3.0	0	5.0	0	4.0	6.0	1.0	9.0	3.0	4.0	0	0	0	24.0	19.0	22.0
NOG15258	4.8	5.7	4.0	1.5	2.6	3.0	6.3	4.3	7.8	5.1	4.0	3.7	2.0	0	1.0	24.0	27.1	21.7
NOG152592	2.0	12.0	6.0	0	0	6.0	9.0	59.0	36.0	4.0	1.0	4.0	0	0	0	12.0	14.0	14.0
NOG15261	4.4	10.2	5.6	10.0	1.0	1.6	9.5	6.1	5.6	4.8	1.5	0	0	2.0	0	11.5	10.2	9.9
NOG152612	18.6	4.8	12.6	1.0	2.0	10.3	26.3	26.2	22.5	0	0	0	0	0	0	0	0	0
NOG152613	0	3.1	6.0	182.0	42.8	1215.6	0	0	0	0	0	0	0	0	0	0	0	0
NOG152617	0	0	0	0	0	0	0	0	0	1.7	2.0	1.0	0	0	0	2.8	3.3	2.3
NOG15262	2.8	3.0	3.7	0	1.2	1.0	4.0	51.3	11.1	2.7	1.4	1.7	2.0	0	0	6.7	10.6	11.6
NOG152648	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	0	0	0	0
NOG152652	0	0	0	0	0	0	0	3.0	1.0	0	0	0	0	0	0	0	0	0
NOG152654	5.0	4.0	4.9	0	3.0	2.0	10.3	2.4	7.1	7.5	5.6	10.4	2.0	0	1.0	16.4	29.1	22.7
NOG152684	0	0	0	0	0	0	1.0	0	0	0	8.1	0	0	0	0	10.4	11.7	7.4
NOG152727	0	0	0	0	0	0	0	0	6.2	0	0	0	0	7.0	0	0	0	0
NOG152744	0	0	0	10.0	39.0	0	0	0	167.0	0	0	0	0	0	0	4.0	6.0	1.0
NOG15277	0	6.7	1.0	0	0	0	7.4	32.4	7.5	1.0	1.0	0	0	175.0	0	8.4	5.3	6.3
NOG152775	361.8	0	50.0	2312.2	404.0	0	0	0	2.0	0	0	0	0	0	0	0	0	0
NOG15278	0	0	0	0	0	0	0	0	71.0	0	0	0	0	0	0	0	0	0
NOG152784	0	0	0	0	22.0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG15280	6.1	19.6	11.5	4.5	5.3	4.8	10.8	19.2	16.2	17.6	19.5	18.4	5.6	4.0	1.0	83.8	94.9	76.2
NOG15283	0	1.0	19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG152833	2.0	0	1.0	0	3.0	0	8.2	7.6	6.9	0	0	0	0	0	0	0	0	0
NOG152837	0	0	0	0	0	0	66.0	0	0	0	0	0	0	0	0	0	0	0
NOG152853	3.3	4.3	10.4	2.0	0	4.1	9.0	16.3	6.5	1.0	0	0	0	0	0	3.0	8.0	3.0
NOG152898	1.0	0	5.0	0	0	2.0	6.0	7.0	6.0	0	0	0	0	0	0	0	0	0
NOG152905	1.3	3.0	3.4	0	3.0	0	3.7	3.2	1.6	2.9	5.0	3.5	1.0	1.0	0	13.0	12.9	9.2
NOG15291	0	0	0	0	0	0	0	0	13.0	0	0	0	0	44.0	0	0	0	0
NOG15293	0	0	0	1.0	0	0	16.9	16.0	6.0	2.0	1.0	3.0	0	0	2.0	8.9	7.6	7.5
NOG15294	61.1	140.4	61.9	418.2	491.9	431.1	406.6	5.8	109.7	0	0	0	13.0	21.0	18.0	2.0	2.0	0
NOG15295	3.4	10.9	9.0	4.6	1.7	2.0	9.6	12.1	9.4	10.8	8.6	7.3	4.0	2.0	0	36.3	41.4	43.3
NOG152956	0	4.0	1.0	0	0	0	0	33.0	7.0	0	0	0	0	0	0	0	0	0
NOG152969	0	0	0	40.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG153003	0	3.1	3.6	0	0	2.0	5.0	30.1	10.1	2.0	1.0	0	0	0	0	5.0	10.0	12.0
NOG153048	6.4	20.0	16.8	1.0	0	6.2	8.6	2.7	5.2	0	0	0	0	0	0	0	0	0
NOG153067	0	0	1.0	0	1.0	0	4.0	5.0	1.0	0	0	0	0	0	0	1.0	3.0	3.0
NOG153087	3.0	1.0	1.0	1.0	1.0	1.0	2.0	7.0	2.0	0	0	0	0	0	0	0	0	0
NOG153115	0	0	0	0	14.0	0	0	0	0	0	0	0	2.0	1.0	4.0	0	0	0
NOG153156	0	0	0	0	0	0	4.0	2.0	5.0	0	0	0	0	0	0	0	0	0
NOG153224	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG153239	0	1.0	0	0	1.0	37.0	0	0	0	0	0	0	0	0	0	0	0	0
NOG153242	5.0	0	5.0	0	0	0	7.0	5.0	7.0	0	1.0	0	0	0	0	1.0	0	2.0
NOG153245	58.0	0	6.0	366.2	41.0	0	1.0	1.0	0	0	0	0	0	0	12.0	0	0	0
NOG153246	1.7	6.0	6.0	0	0	0	16.4	12.8	7.5	0	0	0	0	0	0	0	0	0
NOG153250	1.7	3.7	3.2	0	1.0	1.6	2.5	2.6	4.3	0	0	0	0	0	0	0	0	0
NOG153253	7.0	20.0	12.0	1.0	6.0	0	11.0	9.0	15.0	16.0	14.0	22.0	2.0	0	0	102.0	153.0	148.0
NOG153275	12.0	23.4	16.7	2.9	1.5	3.1	0	0	4.0	0	0	0	0	0	0	0	0	0
NOG15335	164.2	33.5	46.5	54.7	35.2	233.1	110.8	102.6	9.4	3.8	1.7	2.1	47.1	77.5	94.4	3.4	6.1	4.8
NOG15337	3.0	3.7	15.5	0	0	0	2.3	9.3	5.5	4.0	1.4	2.0	5.0	2.3	0	8.3	15.1	8.8
NOG153404	4.0	2.7	3.7	1.0	1.0	3.4	7.9	8.7	4.8	7.5	6.2	4.3	0	1.0	0	23.1	26.1	19.9
NOG153425	21.5	13.7	25.6	2.7	6.0	6.3	50.4	47.2	38.9	8.3	13.0	6.4	0	0	2.0	87.8	126.0	114.9
NOG153428	0	0	0	0	0	0	5.0	0	1.0	0	0	0	0	0	0	0	0	0
NOG15343	0	1.0	1.8	0	1.0	0	2.3	21.0	6.7	5.8	7.4	5.0	5.0	0	1.0	31.9	32.7	30.1
NOG153456	2.2	1.0	2.0	2.0	0	7.0	2.7	5.0	4.0	1.0	0	0	0	0	0	6.0	3.0	3.0
NOG153461	0	0	0	0	0	0	0	0	18.0	0	0	0	0	0	0	0	0	0
NOG153487	0	0	0	0	0	0	0	1.0	15.0	0	0	0	0	0	0	0	0	0
NOG153497	9.7	3.0	6.7	0	4.0	3.0	11.0	39.3	18.1	0	0	0	0	0	0	0	0	0
NOG153520	3.0	4.0	2.0	0	3.0	2.0	1.0	0	1.0	28.0	15.0	12.0	0	2.0	2.0	118.0	136.0	89.0
NOG15353	0	0	0	0	0	0	2.0	0	48.1	0	0	0	0	0	0	0	0	21.0
NOG153535	2.6	8.0	5.0	2.0	0	3.0	3.5	4.9	6.1	5.5	5.0	2.0	0	0	1.0	13.6	19.1	13.9
NOG153556	1.0	3.0	5.3	2.0	5.0	0	10.0	11.2	5.0	0	0	0	0	0	0	0	0	0
NOG153572	2.0	4.0	2.0	0	0	0	1.0	9.5	16.0	8.1	10.0	12.9	0	0	0	68.7	71.7	55.8
NOG153584	0	0	2.0	0	0	1.0	4.0	17.0	3.0	0	0	0	0	0	0	0	0	0
NOG15361	0	0	0	0	0	0	1.0	0	13.0	0	0	0	0	0	0	0	0	0
NOG153639	0	4.1	1.0	0	3.0	4.1	11.8	6.0	6.6	8.3	10.0	4.0	0	0	4.0	38.7	30.2	20.3
NOG153656	1.0	5.8	2.6	0	0	1.0	2.9	1.5	3.7	0	0	0	0	0	0	0	0	0
NOG153660	0	0	0	0	0	0	0	1.0	20.5	0	0	0	0	0	0	0	0	0
NOG15367	4.5	4.4	5.3	2.2	1.0	1.9	6.2	6.2	5.6	5.0	2.0	2.4	0	0	0	10.8	14.0	10.1
NOG153701	0	2.0	0	0	0	0	15.0	7.0	4.0	0	1.0	0	0	0	0	11.0	8.0	24.0
NOG153705	0	0	0	0	0	0	1.0	0	9.0	0	0	0	0	0	0	0	0	0
NOG153722	1.0	0	1.0	0	0	0	1.0	2.1	0	0	0	0	0	0	0	0	0	0
NOG153727	0	2.0	1.0	0	0	0	0	0	0	1.0	1.0	1.7	0	0	0	5.3	8.3	4.9
NOG153781	2.0	2.0	3.2	0	0	0	2.6	4.5	4.0	0	0	0	0	0	0	0	0	0
NOG153804	1.0	1.0	2.0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0
NOG153818	0	4.0	4.0	6.0	0	3.0	12.0	62.0	23.0	0	0	0	0	0	0	0	0	0
NOG153819	0	0	0	0	0	11.0	0	0	0	0	0	0	0	0	0	0	0	0
NOG15388	233.0	0	0	19.0	0	84.0	0	1.0	0	0	0	1.0	44.2	34.4	25.3	2.2	3.0	4.5
NOG153898	2.0	5.0	8.3	0	1.0	2.0	3.7	2.0	11.2	3.0	4.4	2.2	1.0	1.0	0	13.3	20.8	12.5
NOG15391	2.0	4.5	4.1	0	0	1.0	5.8	8.0	2.9	1.0	1.0	1.0	2.0	0	0	6.3	6.1	5.3
NOG153910	3.4	15.6	5.6	1.0	2.8	2.0	0	0	0	0	0	0	0	0	0	0	0	0
NOG153915	0	2.0	3.0	0	0	0	2.0	29.0	10.0	0	0	0	0	0	0	0	0	0
NOG153925	0	2.0	0	0	0	0	0	8.0	2.0	0	0	0	0	0	0	0	0	0
NOG153975	0	0	0	0	0	0	0	0	33.0	0	0	0	0	0	0	0	0	0
NOG15398	2.9	3.8	5.3	1.0	2.0	1.6	6.3	14.4	7.0	4.4	4.8	2.9	1.0	0	1.0	13.7	15.3	18.1
NOG15401	0	0	0	0	0	0	1.0	2.0	12.8	3.0	0	1.0	12.0	68.8	10.0	2.0	0	0
NOG154026	0	7.0	16.0	0	0	3.0	2.0	2.0	4.0	12.0	5.2	3.1	0	0	1.0	21.7	28.4	35.3
NOG154063	2.0	4.0	3.0	0	0	1.0	1.0	29.0	11.0	1.0	0	0	0	0	0	14.0	13.0	24.0
NOG154078	0	7.0	0	161.0	0	227.0	0	0	0	0	0	0	0	0	0	0	0	0
NOG154082	3.0	0	5.1	0	0	0	4.0	1.0	1.0	0	0	0	0	0	0	0	0	0
NOG15409	1.0	0	93.4	34.4	10.5	59.3	0	0	11.0	0	0	2.0	46.1	29.3	33.1	2.4	2.1	6.0
NOG154090	0	0	0	0	0	0	0	0	14.0	0	0	0	0	0	0	0	0	0
NOG154099	0	4.0	0	0	0	0	1.0	1.4	2.8	1.3	1.0	1.3	0	0	0	8.6	8.6	4.1
NOG154149	0	0	0	0	0	0	4.0	0	28.0	0	0	0	0	0	0	0	0	0
NOG154151	1.0	0	1.0	0	0	0	26.8	5.0	8.7	0	0	0	0	0	0	0	0	0
NOG154157	1.0	1.0	3.6	0	0	0	1.0	8.0	6.1	0	1.0	1.0	0	1.0	0	3.0	3.0	6.0
NOG154169	0	0	0	1.0	0	0	12.3	5.0	5.0	0	0	0	0	0	0	0	0	0
NOG154177	1.6	3.6	2.5	2.2	1.0	5.3	4.8	5.0	4.0	2.0	1.0	0	0	0	0	4.8	2.9	3.4
NOG154202	0	0	0	0	0	0	0	0	11.0	0	0	0	0	0	0	0	0	0
NOG154206	4.6	7.4	15.7	2.7	4.0	3.3	16.7	17.4	11.1	2.5	1.7	2.5	0	0	0	29.9	23.9	22.9
NOG154228	3.0	6.0	6.0	1.6	1.0	0	4.0	6.8	7.0	7.5	6.1	2.0	1.9	0	0	31.8	24.5	26.9
NOG154237	9.0	18.5	8.0	2.0	1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0
NOG15427	0	176.0	1.0	0	30.0	14.0	1.0	0	0	0	1.0	0	110.0	2.5	34.0	33.0	17.0	8.0
NOG154270	7.0	24.0	14.0	1.0	1.3	2.4	0	0	0	0	0	0	0	0	0	0	0	0
NOG154288	0	0	0	0	1.0	0	2.0	5.0	2.0	0	0	0	0	0	0	0	0	0
NOG154290	2.0	1.5	2.0	0	1.0	1.0	4.0	15.1	5.7	0	0	0	0	0	0	0	0	0
NOG154316	3.0	2.0	1.0	0	0	0	26.0	19.0	25.0	4.0	7.0	1.0	0	0	0	27.0	38.0	39.0
NOG154338	0	2.0	4.0	2.0	0	2.0	4.0	19.0	1.0	0	0	0	0	0	0	0	0	0
NOG15434	0	3.0	0	1.0	248.0	7.0	169.0	0	1.0	1.5	2.0	0	90.5	45.0	101.6	1.4	8.6	2.4
NOG154350	0	0	0	0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0
NOG154422	0	0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	0
NOG154459	0	0	0	0	0	0	0	3.0	2.0	2.0	1.0	0	0	0	0	8.0	1.0	8.0
NOG15446	3.7	9.9	15.0	3.0	5.0	2.5	14.2	24.1	11.9	8.7	8.8	7.8	0	2.0	0	48.1	49.1	35.3
NOG154506	3.4	2.9	5.6	1.0	2.0	3.0	12.0	16.1	4.8	1.0	1.0	0	0	0	0	8.0	8.0	2.0
NOG15451	8.0	7.8	7.6	2.2	4.7	4.6	10.2	8.9	5.6	49.0	11.0	17.0	2.0	1.0	2.0	138.7	188.3	136.1
NOG154513	1.0	1.0	0	0	0	0	1.0	7.0	2.0	0	0	0	0	0	0	0	0	0
NOG154518	1.0	1.8	1.7	0	0	0	1.3	14.9	4.2	2.0	2.0	2.0	0	0	0	11.0	16.0	16.0
NOG15453	9.4	23.9	20.0	4.2	2.4	3.1	13.1	10.7	7.8	26.4	24.1	14.6	2.0	2.0	5.3	89.4	126.6	104.3
NOG154545	1.0	1.0	1.0	0	0	2.0	6.4	3.1	3.7	0	0	0	0	0	0	0	0	0
NOG154546	0	0	0	0	0	0	12.6	4.4	4.1	0	0	0	0	0	0	0	0	0
NOG15455	0	0	0	0	0	0	0	0	12.1	0	0	0	0	91.0	0	0	0	40.0
NOG154550	4.0	3.0	3.0	0	0	0	2.0	2.0	3.0	11.9	12.9	5.9	0	4.0	0	37.4	72.7	49.2
NOG154562	0	0	0	0	0	0	11.0	0	1.0	0	0	0	0	0	0	0	0	0
NOG154590	3.0	6.0	11.8	1.7	2.3	3.1	6.9	5.0	5.4	4.7	8.2	8.1	1.0	0	0	25.0	34.6	28.4
NOG154592	0	0	0	0	0	0	1.0	0	4.0	0	0	0	0	0	0	0	0	0
NOG154602	1.0	1.5	1.0	0	1.0	0	2.5	2.5	1.0	1.0	0	0	0	0	0	1.0	2.0	1.8
NOG154608	2.6	1.7	2.5	4.0	1.0	2.2	6.3	6.5	8.8	0	0	0	0	0	0	0	0	0
NOG15462	1.0	3.0	2.0	0	0	0	5.5	5.0	2.0	0	0	0	0	0	0	0	0	0
NOG154637	0	0	31.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG154647	0	0	2.0	1.0	0	2.0	3.6	2.6	2.1	0	1.0	0	0	0	0	6.0	2.0	3.0
NOG15467	2.4	10.9	9.9	1.5	1.0	2.0	11.1	6.9	8.7	6.7	6.0	4.3	1.0	1.0	1.0	28.0	27.9	25.4
NOG154671	0	0	0	0	126.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
NOG154689	4.4	3.0	5.0	2.0	3.2	0	3.5	13.3	8.2	1.0	1.0	2.0	2.0	0	0	17.0	9.2	8.1
NOG154694	0	0	0	2.0	0	0	26.0	3.4	17.1	0	0	0	0	0	0	0	0	0
NOG154703	0	0	0	0	0	0	8.0	8.0	9.0	0	2.0	0	0	0	0	7.0	6.0	8.0
NOG154705	1.0	0	1.0	0	2.0	0	3.0	23.0	10.0	0	0	0	0	0	0	0	0	0
NOG154708	0	0	1.0	2.0	0	0	86.6	13.8	38.3	0	0	0	0	0	0	0	0	0
NOG154710	2.0	2.0	4.0	0	4.0	1.0	10.9	15.4	68.2	0	0	0	0	0	0	0	0	0
NOG15473	4.0	7.2	10.9	2.2	2.1	3.8	9.7	13.3	13.4	8.9	4.6	5.1	3.0	1.3	1.8	35.6	40.4	39.1
NOG154735	15.0	2.0	3.0	7.3	4.0	13.5	0	0	0	0	0	0	0	0	0	0	0	0
NOG154751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOG15476	0	0	0	0	0	0	0	0	14.0	0	0	0	0	0	0	0	0	0
NOG154764	1.0	10.0	9.8	2.0	0	0	4.0	5.7	3.6	9.1	7.5	4.0	1.0	0	0	25.9	23.4	21.6
