Genus_id	Kingdom	Phylum	Class	Order	Family	Genus
COG0001	Bacteria	Tenericutes	H	H	H	H
COG0002	Bacteria	Tenericutes	E	E	E	E
COG0003	Bacteria	Actinobacteria	P	P	P	P
COG0004	Bacteria	Proteobacteria	P	P	P	P
COG0005	Bacteria	Proteobacteria	F	F	F	F
COG0006	Bacteria	Proteobacteria	E	E	E	E
COG0007	Bacteria	Firmicutes	H	H	H	H
COG0008	Bacteria	Firmicutes	J	J	J	J
COG0009	Bacteria	Firmicutes	J	J	J	J
COG0010	Bacteria	Firmicutes	E	E	E	E
COG0011	Bacteria	Firmicutes	S	S	S	S
COG0012	Bacteria	Firmicutes	J	J	J	J
COG0013	Bacteria	Firmicutes	J	J	J	J
COG0014	Bacteria	Bacteroidetes	E	E	E	E
COG0015	Bacteria	Actinobacteria	F	F	F	F
COG0016	Bacteria	Proteobacteria	J	J	J	J
COG0017	Bacteria	Proteobacteria	J	J	J	J
COG0018	Bacteria	Proteobacteria	J	J	J	J
COG0019	Bacteria	Proteobacteria	E	E	E	E
COG0020	Bacteria	Proteobacteria	I	I	I	I
COG0021	Bacteria	Proteobacteria	G	G	G	G
COG0022	Bacteria	Proteobacteria	C	C	C	C
COG0023	Bacteria	Proteobacteria	J	J	J	J
COG0024	Bacteria	Proteobacteria	J	J	J	J
COG0025	Bacteria	Proteobacteria	P	P	P	P
COG0026	Bacteria	Proteobacteria	F	F	F	F
COG0027	Bacteria	Proteobacteria	F	F	F	F
COG0028	Bacteria	Proteobacteria	E	E	E	E
COG0029	Bacteria	Proteobacteria	H	H	H	H
COG0030	Bacteria	Proteobacteria	J	J	J	J
COG0031	Bacteria	Proteobacteria	E	E	E	E
COG0033	Bacteria	Proteobacteria	G	G	G	G
COG0034	Bacteria	Proteobacteria	F	F	F	F
COG0035	Bacteria	Proteobacteria	F	F	F	F
COG0036	Bacteria	Proteobacteria	G	G	G	G
COG0037	Bacteria	Proteobacteria	D	D	D	D
COG0038	Bacteria	Proteobacteria	P	P	P	P
COG0039	Bacteria	Actinobacteria	C	C	C	C
COG0040	Bacteria	Proteobacteria	E	E	E	E
COG0041	Bacteria	Proteobacteria	F	F	F	F
COG0042	Bacteria	Proteobacteria	J	J	J	J
COG0043	Bacteria	Proteobacteria	H	H	H	H
COG0044	Bacteria	Proteobacteria	F	F	F	F
COG0045	Bacteria	Chlamydiae	C	C	C	C
COG0046	Bacteria	Proteobacteria	F	F	F	F
COG0047	Bacteria	Proteobacteria	F	F	F	F
COG0048	Bacteria	Cyanobacteria	J	J	J	J
COG0049	Bacteria	Armatimonadetes	J	J	J	J
COG0050	Bacteria	Actinobacteria	J	J	J	J
COG0051	Bacteria	Actinobacteria	J	J	J	J
COG0052	Bacteria	Actinobacteria	J	J	J	J
COG0053	Bacteria	Actinobacteria	P	P	P	P
COG0054	Bacteria	Actinobacteria	H	H	H	H
COG0055	Bacteria	Actinobacteria	C	C	C	C
COG0056	Bacteria	Actinobacteria	C	C	C	C
COG0057	Bacteria	Bacteroidetes	G	G	G	G
COG0058	Bacteria	Bacteroidetes	G	G	G	G
COG0059	Bacteria	Bacteroidetes	E	E	E	E
COG0060	Bacteria	Deinococcus-Thermus	J	J	J	J
COG0061	Bacteria	Proteobacteria	G	G	G	G
COG0062	Bacteria	Proteobacteria	G	G	G	G
COG0063	Bacteria	Proteobacteria	G	G	G	G
COG0064	Archaea	Crenarchaeota	J	J	J	J
COG0065	Bacteria	Proteobacteria	E	E	E	E
COG0066	Bacteria	Proteobacteria	E	E	E	E
COG0068	Bacteria	Proteobacteria	O	O	O	O
COG0069	Bacteria	Proteobacteria	E	E	E	E
COG0070	Bacteria	Proteobacteria	E	E	E	E
COG0071	Bacteria	Proteobacteria	O	O	O	O
COG0072	Bacteria	Proteobacteria	J	J	J	J
COG0073	Bacteria	Proteobacteria	J	J	J	J
COG0074	Bacteria	Proteobacteria	C	C	C	C
COG0075	Bacteria	Proteobacteria	E	E	E	E
COG0076	Bacteria	Proteobacteria	E	E	E	E
COG0077	Bacteria	Proteobacteria	E	E	E	E
COG0078	Bacteria	Proteobacteria	E	E	E	E
COG0079	Bacteria	Proteobacteria	E	E	E	E
COG0080	Bacteria	Proteobacteria	J	J	J	J
COG0081	Bacteria	Proteobacteria	J	J	J	J
COG0082	Bacteria	Proteobacteria	E	E	E	E
COG0083	Bacteria	Proteobacteria	E	E	E	E
COG0084	Bacteria	Proteobacteria	L	L	L	L
COG0085	Bacteria	Tenericutes	K	K	K	K
COG0086	Bacteria	Bacteroidetes	K	K	K	K
COG0087	Bacteria	Bacteroidetes	J	J	J	J
COG0088	Bacteria	Bacteroidetes	J	J	J	J
COG0089	Bacteria	Bacteroidetes	J	J	J	J
COG0090	Bacteria	Actinobacteria	J	J	J	J
COG0091	Bacteria	Actinobacteria	J	J	J	J
COG0092	Bacteria	Actinobacteria	J	J	J	J
COG0093	Bacteria	Actinobacteria	J	J	J	J
COG0094	Bacteria	Actinobacteria	J	J	J	J
COG0095	Archaea	Euryarchaeota	H	H	H	H
COG0096	Bacteria	Actinobacteria	J	J	J	J
COG0097	Bacteria	Firmicutes	J	J	J	J
COG0098	Bacteria	Firmicutes	J	J	J	J
COG0099	Bacteria	Firmicutes	J	J	J	J
COG0100	Bacteria	Firmicutes	J	J	J	J
COG0101	Archaea	Euryarchaeota	J	J	J	J
COG0102	Archaea	Euryarchaeota	J	J	J	J
COG0103	Archaea	Euryarchaeota	J	J	J	J
COG0104	Bacteria	Actinobacteria	F	F	F	F
COG0105	Bacteria	Actinobacteria	F	F	F	F
COG0106	Bacteria	Actinobacteria	E	E	E	E
COG0107	Bacteria	Actinobacteria	E	E	E	E
COG0108	Bacteria	Actinobacteria	H	H	H	H
COG0109	Bacteria	Actinobacteria	O	O	O	O
COG0110	Bacteria	Actinobacteria	R	R	R	R
COG0111	Bacteria	Actinobacteria	E	E	E	E
COG0112	Bacteria	Actinobacteria	E	E	E	E
COG0113	Bacteria	Actinobacteria	H	H	H	H
COG0114	Bacteria	Actinobacteria	C	C	C	C
COG0115	Bacteria	Actinobacteria	E	E	E	E
COG0116	Bacteria	Actinobacteria	L	L	L	L
COG0117	Bacteria	Actinobacteria	H	H	H	H
COG0118	Bacteria	Actinobacteria	E	E	E	E
COG0119	Bacteria	Actinobacteria	E	E	E	E
COG0120	Bacteria	Actinobacteria	G	G	G	G
COG0121	Bacteria	Actinobacteria	R	R	R	R
COG0122	Bacteria	Actinobacteria	L	L	L	L
COG0123	Bacteria	Tenericutes	BQ	BQ	BQ	BQ
COG0124	Bacteria	Proteobacteria	J	J	J	J
COG0125	Bacteria	Proteobacteria	F	F	F	F
COG0126	Bacteria	Proteobacteria	G	G	G	G
COG0127	Bacteria	Proteobacteria	F	F	F	F
COG0128	Bacteria	Proteobacteria	E	E	E	E
COG0129	Archaea	Euryarchaeota	E	E	E	E
COG0130	Archaea	Euryarchaeota	J	J	J	J
COG0131	Bacteria	Proteobacteria	E	E	E	E
COG0132	Bacteria	Proteobacteria	H	H	H	H
COG0133	Bacteria	Proteobacteria	E	E	E	E
COG0134	Bacteria	Nitrospirae	E	E	E	E
COG0135	Bacteria	Proteobacteria	E	E	E	E
COG0136	Bacteria	Proteobacteria	E	E	E	E
COG0137	Bacteria	Planctomycetes	E	E	E	E
COG0138	Bacteria	Actinobacteria	F	F	F	F
COG0139	Bacteria	Actinobacteria	E	E	E	E
COG0140	Bacteria	Actinobacteria	E	E	E	E
COG0141	Bacteria	Actinobacteria	E	E	E	E
COG0142	Bacteria	Proteobacteria	H	H	H	H
COG0143	Bacteria	Proteobacteria	J	J	J	J
COG0144	Bacteria	Proteobacteria	J	J	J	J
COG0145	Bacteria	Proteobacteria	EQ	EQ	EQ	EQ
COG0146	Bacteria	Actinobacteria	EQ	EQ	EQ	EQ
COG0147	Bacteria	Actinobacteria	E	E	E	E
COG0148	Bacteria	Actinobacteria	G	G	G	G
COG0149	Bacteria	Actinobacteria	G	G	G	G
COG0150	Bacteria	Actinobacteria	F	F	F	F
COG0151	Bacteria	Actinobacteria	F	F	F	F
COG0152	Bacteria	Proteobacteria	F	F	F	F
COG0153	Bacteria	Proteobacteria	G	G	G	G
COG0154	Bacteria	Proteobacteria	J	J	J	J
COG0155	Bacteria	Proteobacteria	C	C	C	C
COG0156	Bacteria	Proteobacteria	H	H	H	H
COG0157	Bacteria	Proteobacteria	H	H	H	H
COG0158	Bacteria	Proteobacteria	G	G	G	G
COG0159	Bacteria	Proteobacteria	E	E	E	E
COG0160	Bacteria	Proteobacteria	E	E	E	E
COG0161	Bacteria	Proteobacteria	E	E	E	E
COG0162	Bacteria	Proteobacteria	J	J	J	J
COG0163	Bacteria	Proteobacteria	H	H	H	H
COG0164	Bacteria	Proteobacteria	L	L	L	L
COG0165	Bacteria	Proteobacteria	E	E	E	E
COG0166	Bacteria	Proteobacteria	G	G	G	G
COG0167	Bacteria	Proteobacteria	F	F	F	F
COG0168	Bacteria	Proteobacteria	P	P	P	P
COG0169	Bacteria	Proteobacteria	E	E	E	E
COG0170	Bacteria	Proteobacteria	I	I	I	I
COG0171	Bacteria	Proteobacteria	H	H	H	H
COG0172	Bacteria	Proteobacteria	J	J	J	J
COG0173	Bacteria	Proteobacteria	J	J	J	J
COG0174	Bacteria	Proteobacteria	E	E	E	E
COG0175	Bacteria	Proteobacteria	P	P	P	P
COG0176	Bacteria	Proteobacteria	G	G	G	G
COG0177	Bacteria	Proteobacteria	L	L	L	L
COG0178	Bacteria	Proteobacteria	L	L	L	L
COG0179	Bacteria	Actinobacteria	Q	Q	Q	Q
COG0180	Bacteria	Actinobacteria	J	J	J	J
COG0181	Bacteria	Chloroflexi	H	H	H	H
COG0182	Bacteria	Bacteroidetes	J	J	J	J
COG0183	Bacteria	Proteobacteria	I	I	I	I
COG0184	Bacteria	Proteobacteria	J	J	J	J
COG0185	Bacteria	Proteobacteria	J	J	J	J
COG0186	Bacteria	Proteobacteria	J	J	J	J
COG0187	Bacteria	Proteobacteria	L	L	L	L
COG0188	Bacteria	Spirochaetae	L	L	L	L
COG0189	Bacteria	Spirochaetae	HJ	HJ	HJ	HJ
COG0190	Bacteria	Spirochaetae	H	H	H	H
COG0191	Bacteria	Spirochaetes	G	G	G	G
COG0192	Bacteria	Actinobacteria	H	H	H	H
COG0193	Bacteria	Actinobacteria	J	J	J	J
COG0194	Bacteria	Actinobacteria	F	F	F	F
COG0195	Bacteria	Actinobacteria	K	K	K	K
COG0196	Bacteria	Actinobacteria	H	H	H	H
COG0197	Bacteria	Actinobacteria	J	J	J	J
COG0198	Bacteria	Actinobacteria	J	J	J	J
COG0199	Bacteria	Cyanobacteria	J	J	J	J
COG0200	Bacteria	Cyanobacteria	J	J	J	J
COG0201	Bacteria	Cyanobacteria	U	U	U	U
COG0202	Bacteria	Cyanobacteria	K	K	K	K
COG0203	Bacteria	Cyanobacteria	J	J	J	J
COG0204	Bacteria	Cyanobacteria	I	I	I	I
COG0205	Bacteria	Cyanobacteria	G	G	G	G
COG0206	Bacteria	Cyanobacteria	D	D	D	D
COG0207	Bacteria	Cyanobacteria	F	F	F	F
COG0208	Bacteria	Cyanobacteria	F	F	F	F
COG0209	Bacteria	Cyanobacteria	F	F	F	F
COG0210	Bacteria	Cyanobacteria	L	L	L	L
COG0211	Bacteria	Synergistetes	J	J	J	J
COG0212	Bacteria	Firmicutes	H	H	H	H
COG0213	Bacteria	Firmicutes	F	F	F	F
COG0214	Bacteria	Firmicutes	H	H	H	H
COG0215	Bacteria	Thermotogae	J	J	J	J
COG0216	Bacteria	Unknown	J	J	J	J
COG0217	Bacteria	Proteobacteria	K	K	K	K
COG0218	Bacteria	Proteobacteria	R	R	R	R
COG0219	Bacteria	Proteobacteria	J	J	J	J
COG0220	Bacteria	Proteobacteria	R	R	R	R
COG0221	Bacteria	Proteobacteria	C	C	C	C
COG0222	Bacteria	Tenericutes	J	J	J	J
COG0223	Bacteria	Tenericutes	J	J	J	J
COG0224	Bacteria	Actinobacteria	C	C	C	C
COG0225	Bacteria	Proteobacteria	O	O	O	O
COG0226	Bacteria	Proteobacteria	P	P	P	P
COG0227	Bacteria	Proteobacteria	J	J	J	J
COG0228	Bacteria	Firmicutes	J	J	J	J
COG0229	Bacteria	Firmicutes	O	O	O	O
COG0230	Bacteria	Firmicutes	J	J	J	J
COG0231	Bacteria	Firmicutes	J	J	J	J
COG0232	Bacteria	Firmicutes	F	F	F	F
COG0233	Bacteria	Firmicutes	J	J	J	J
COG0234	Bacteria	Firmicutes	O	O	O	O
COG0235	Bacteria	Bacteroidetes	G	G	G	G
COG0236	Bacteria	Actinobacteria	I	I	I	I
COG0237	Bacteria	Proteobacteria	H	H	H	H
COG0238	Bacteria	Proteobacteria	J	J	J	J
COG0239	Bacteria	Proteobacteria	D	D	D	D
COG0240	Bacteria	Proteobacteria	C	C	C	C
COG0241	Bacteria	Proteobacteria	E	E	E	E
COG0242	Bacteria	Proteobacteria	J	J	J	J
COG0243	Bacteria	Proteobacteria	C	C	C	C
COG0244	Bacteria	Proteobacteria	J	J	J	J
COG0245	Bacteria	Proteobacteria	I	I	I	I
COG0246	Bacteria	Proteobacteria	G	G	G	G
COG0247	Bacteria	Proteobacteria	C	C	C	C
COG0248	Bacteria	Proteobacteria	FP	FP	FP	FP
COG0249	Bacteria	Proteobacteria	L	L	L	L
COG0250	Bacteria	Proteobacteria	K	K	K	K
COG0251	Bacteria	Proteobacteria	J	J	J	J
COG0252	Bacteria	Proteobacteria	E	E	E	E
COG0253	Bacteria	Proteobacteria	E	E	E	E
COG0254	Bacteria	Proteobacteria	J	J	J	J
COG0255	Bacteria	Proteobacteria	J	J	J	J
COG0256	Bacteria	Proteobacteria	J	J	J	J
COG0258	Bacteria	Proteobacteria	L	L	L	L
COG0259	Bacteria	Proteobacteria	H	H	H	H
COG0260	Bacteria	Actinobacteria	E	E	E	E
COG0261	Bacteria	Proteobacteria	J	J	J	J
COG0262	Bacteria	Proteobacteria	H	H	H	H
COG0263	Bacteria	Proteobacteria	E	E	E	E
COG0264	Bacteria	Proteobacteria	J	J	J	J
COG0265	Bacteria	Proteobacteria	O	O	O	O
COG0266	Bacteria	Chlamydiae	L	L	L	L
COG0267	Bacteria	Proteobacteria	J	J	J	J
COG0268	Bacteria	Proteobacteria	J	J	J	J
COG0269	Bacteria	Cyanobacteria	G	G	G	G
COG0270	Bacteria	Armatimonadetes	L	L	L	L
COG0271	Bacteria	Actinobacteria	T	T	T	T
COG0272	Bacteria	Actinobacteria	L	L	L	L
COG0274	Bacteria	Actinobacteria	F	F	F	F
COG0275	Bacteria	Actinobacteria	M	M	M	M
COG0276	Bacteria	Actinobacteria	H	H	H	H
COG0277	Bacteria	Actinobacteria	C	C	C	C
COG0278	Bacteria	Actinobacteria	O	O	O	O
COG0279	Bacteria	Bacteroidetes	G	G	G	G
COG0281	Bacteria	Bacteroidetes	C	C	C	C
COG0282	Bacteria	Bacteroidetes	C	C	C	C
COG0283	Bacteria	Deinococcus-Thermus	F	F	F	F
COG0284	Bacteria	Proteobacteria	F	F	F	F
COG0285	Bacteria	Proteobacteria	H	H	H	H
COG0286	Bacteria	Proteobacteria	V	V	V	V
COG0287	Archaea	Crenarchaeota	E	E	E	E
COG0288	Bacteria	Proteobacteria	P	P	P	P
COG0289	Bacteria	Proteobacteria	E	E	E	E
COG0290	Bacteria	Proteobacteria	J	J	J	J
COG0291	Bacteria	Proteobacteria	J	J	J	J
COG0292	Bacteria	Proteobacteria	J	J	J	J
COG0293	Bacteria	Proteobacteria	J	J	J	J
COG0294	Bacteria	Proteobacteria	H	H	H	H
COG0295	Bacteria	Proteobacteria	F	F	F	F
COG0296	Bacteria	Proteobacteria	G	G	G	G
COG0297	Bacteria	Proteobacteria	G	G	G	G
COG0299	Bacteria	Proteobacteria	F	F	F	F
COG0300	Bacteria	Proteobacteria	R	R	R	R
COG0301	Bacteria	Proteobacteria	H	H	H	H
COG0302	Bacteria	Proteobacteria	H	H	H	H
COG0303	Bacteria	Proteobacteria	H	H	H	H
COG0304	Bacteria	Proteobacteria	I	I	I	I
COG0305	Bacteria	Proteobacteria	L	L	L	L
COG0306	Bacteria	Proteobacteria	P	P	P	P
COG0307	Bacteria	Proteobacteria	H	H	H	H
COG0308	Bacteria	Tenericutes	E	E	E	E
COG0309	Bacteria	Bacteroidetes	O	O	O	O
COG0310	Bacteria	Bacteroidetes	P	P	P	P
COG0311	Bacteria	Bacteroidetes	H	H	H	H
COG0312	Bacteria	Bacteroidetes	R	R	R	R
COG0313	Bacteria	Actinobacteria	R	R	R	R
COG0314	Bacteria	Actinobacteria	H	H	H	H
COG0315	Bacteria	Actinobacteria	H	H	H	H
COG0316	Bacteria	Actinobacteria	S	S	S	S
COG0317	Bacteria	Actinobacteria	KT	KT	KT	KT
COG0318	Archaea	Euryarchaeota	I	I	I	I
COG0319	Bacteria	Actinobacteria	R	R	R	R
COG0320	Bacteria	Firmicutes	H	H	H	H
COG0321	Bacteria	Firmicutes	H	H	H	H
COG0322	Bacteria	Firmicutes	L	L	L	L
COG0323	Bacteria	Firmicutes	L	L	L	L
COG0324	Archaea	Euryarchaeota	J	J	J	J
COG0325	Archaea	Euryarchaeota	R	R	R	R
COG0326	Archaea	Euryarchaeota	O	O	O	O
COG0327	Bacteria	Actinobacteria	S	S	S	S
COG0328	Bacteria	Actinobacteria	L	L	L	L
COG0329	Bacteria	Actinobacteria	E	E	E	E
COG0330	Bacteria	Actinobacteria	O	O	O	O
COG0331	Bacteria	Actinobacteria	I	I	I	I
COG0332	Bacteria	Actinobacteria	I	I	I	I
COG0333	Bacteria	Actinobacteria	J	J	J	J
COG0334	Bacteria	Actinobacteria	E	E	E	E
COG0335	Bacteria	Actinobacteria	J	J	J	J
COG0336	Bacteria	Actinobacteria	J	J	J	J
COG0337	Bacteria	Actinobacteria	E	E	E	E
COG0338	Bacteria	Actinobacteria	L	L	L	L
COG0339	Bacteria	Actinobacteria	E	E	E	E
COG0340	Bacteria	Actinobacteria	H	H	H	H
COG0341	Bacteria	Actinobacteria	U	U	U	U
COG0342	Bacteria	Actinobacteria	U	U	U	U
COG0343	Bacteria	Actinobacteria	J	J	J	J
COG0344	Bacteria	Actinobacteria	S	S	S	S
COG0345	Bacteria	Actinobacteria	E	E	E	E
COG0346	Bacteria	Tenericutes	E	E	E	E
COG0347	Bacteria	Proteobacteria	E	E	E	E
COG0348	Bacteria	Proteobacteria	C	C	C	C
COG0349	Bacteria	Proteobacteria	J	J	J	J
COG0350	Bacteria	Proteobacteria	L	L	L	L
COG0351	Bacteria	Proteobacteria	H	H	H	H
COG0352	Archaea	Euryarchaeota	H	H	H	H
COG0353	Archaea	Euryarchaeota	L	L	L	L
COG0354	Bacteria	Proteobacteria	R	R	R	R
COG0355	Bacteria	Proteobacteria	C	C	C	C
COG0356	Bacteria	Proteobacteria	C	C	C	C
COG0357	Bacteria	Nitrospirae	M	M	M	M
COG0358	Bacteria	Proteobacteria	L	L	L	L
COG0359	Bacteria	Proteobacteria	J	J	J	J
COG0360	Bacteria	Planctomycetes	J	J	J	J
COG0361	Bacteria	Actinobacteria	J	J	J	J
COG0362	Bacteria	Actinobacteria	G	G	G	G
COG0363	Bacteria	Actinobacteria	G	G	G	G
COG0364	Bacteria	Actinobacteria	G	G	G	G
COG0365	Bacteria	Proteobacteria	I	I	I	I
COG0366	Bacteria	Proteobacteria	G	G	G	G
COG0367	Bacteria	Proteobacteria	E	E	E	E
COG0368	Bacteria	Proteobacteria	H	H	H	H
COG0369	Bacteria	Actinobacteria	P	P	P	P
COG0370	Bacteria	Actinobacteria	P	P	P	P
COG0371	Bacteria	Actinobacteria	C	C	C	C
COG0372	Bacteria	Actinobacteria	C	C	C	C
COG0373	Bacteria	Actinobacteria	H	H	H	H
COG0376	Bacteria	Actinobacteria	P	P	P	P
COG0377	Bacteria	Proteobacteria	C	C	C	C
COG0378	Bacteria	Proteobacteria	KO	KO	KO	KO
COG0379	Bacteria	Proteobacteria	H	H	H	H
COG0380	Bacteria	Proteobacteria	G	G	G	G
COG0381	Bacteria	Proteobacteria	M	M	M	M
COG0382	Bacteria	Proteobacteria	H	H	H	H
COG0383	Bacteria	Proteobacteria	G	G	G	G
COG0384	Bacteria	Proteobacteria	R	R	R	R
COG0385	Bacteria	Proteobacteria	R	R	R	R
COG0386	Bacteria	Proteobacteria	O	O	O	O
COG0387	Bacteria	Proteobacteria	P	P	P	P
COG0388	Bacteria	Proteobacteria	R	R	R	R
COG0389	Bacteria	Proteobacteria	L	L	L	L
COG0390	Bacteria	Proteobacteria	R	R	R	R
COG0391	Bacteria	Proteobacteria	S	S	S	S
COG0392	Bacteria	Proteobacteria	S	S	S	S
COG0393	Bacteria	Proteobacteria	S	S	S	S
COG0394	Bacteria	Proteobacteria	T	T	T	T
COG0395	Bacteria	Proteobacteria	G	G	G	G
COG0396	Bacteria	Proteobacteria	O	O	O	O
COG0397	Bacteria	Proteobacteria	S	S	S	S
COG0398	Bacteria	Proteobacteria	S	S	S	S
COG0399	Bacteria	Proteobacteria	E	E	E	E
COG0400	Bacteria	Proteobacteria	R	R	R	R
COG0401	Bacteria	Proteobacteria	S	S	S	S
COG0402	Bacteria	Proteobacteria	F	F	F	F
COG0403	Bacteria	Proteobacteria	E	E	E	E
COG0404	Bacteria	Actinobacteria	E	E	E	E
COG0405	Bacteria	Actinobacteria	E	E	E	E
COG0406	Bacteria	Chloroflexi	G	G	G	G
COG0407	Bacteria	Bacteroidetes	H	H	H	H
COG0408	Bacteria	Proteobacteria	H	H	H	H
COG0409	Bacteria	Proteobacteria	O	O	O	O
COG0410	Bacteria	Proteobacteria	E	E	E	E
COG0411	Bacteria	Proteobacteria	E	E	E	E
COG0412	Bacteria	Proteobacteria	Q	Q	Q	Q
COG0413	Bacteria	Spirochaetae	H	H	H	H
COG0414	Bacteria	Spirochaetae	H	H	H	H
COG0415	Bacteria	Spirochaetae	L	L	L	L
COG0416	Bacteria	Spirochaetes	I	I	I	I
COG0417	Bacteria	Actinobacteria	L	L	L	L
COG0418	Bacteria	Actinobacteria	F	F	F	F
COG0419	Bacteria	Actinobacteria	L	L	L	L
COG0420	Bacteria	Actinobacteria	L	L	L	L
COG0421	Bacteria	Actinobacteria	E	E	E	E
COG0422	Bacteria	Actinobacteria	H	H	H	H
COG0423	Bacteria	Actinobacteria	J	J	J	J
COG0424	Bacteria	Cyanobacteria	D	D	D	D
COG0425	Bacteria	Cyanobacteria	O	O	O	O
COG0426	Bacteria	Cyanobacteria	C	C	C	C
COG0427	Bacteria	Cyanobacteria	C	C	C	C
COG0428	Bacteria	Cyanobacteria	P	P	P	P
COG0429	Bacteria	Cyanobacteria	R	R	R	R
COG0430	Bacteria	Cyanobacteria	A	A	A	A
COG0431	Bacteria	Cyanobacteria	R	R	R	R
COG0432	Bacteria	Cyanobacteria	S	S	S	S
COG0433	Bacteria	Cyanobacteria	R	R	R	R
COG0434	Bacteria	Cyanobacteria	R	R	R	R
COG0435	Bacteria	Cyanobacteria	O	O	O	O
COG0436	Bacteria	Synergistetes	E	E	E	E
COG0437	Bacteria	Firmicutes	C	C	C	C
COG0438	Bacteria	Firmicutes	M	M	M	M
COG0439	Bacteria	Firmicutes	I	I	I	I
COG0440	Bacteria	Thermotogae	E	E	E	E
COG0441	Bacteria	Unknown	J	J	J	J
COG0442	Bacteria	Proteobacteria	J	J	J	J
COG0443	Bacteria	Proteobacteria	O	O	O	O
COG0444	Bacteria	Proteobacteria	EP	EP	EP	EP
COG0445	Bacteria	Proteobacteria	D	D	D	D
COG0446	Bacteria	Proteobacteria	C	C	C	C
COG0447	Bacteria	Proteobacteria	H	H	H	H
COG0448	Bacteria	Proteobacteria	G	G	G	G
COG0449	Bacteria	Proteobacteria	M	M	M	M
COG0450	Bacteria	Proteobacteria	O	O	O	O
COG0451	Bacteria	Proteobacteria	M	M	M	M
COG0452	Bacteria	Proteobacteria	H	H	H	H
COG0454	Bacteria	Proteobacteria	K	K	K	K
COG0455	Bacteria	Proteobacteria	D	D	D	D
COG0456	Bacteria	Proteobacteria	R	R	R	R
COG0457	Bacteria	Proteobacteria	R	R	R	R
COG0458	Bacteria	Proteobacteria	F	F	F	F
COG0459	Bacteria	Proteobacteria	O	O	O	O
COG0460	Bacteria	Proteobacteria	E	E	E	E
COG0461	Bacteria	Proteobacteria	F	F	F	F
COG0462	Bacteria	Proteobacteria	F	F	F	F
COG0463	Bacteria	Proteobacteria	M	M	M	M
COG0464	Bacteria	Proteobacteria	O	O	O	O
COG0465	Bacteria	Proteobacteria	O	O	O	O
COG0466	Bacteria	Proteobacteria	O	O	O	O
COG0467	Bacteria	Proteobacteria	T	T	T	T
COG0468	Bacteria	Proteobacteria	L	L	L	L
COG0469	Bacteria	Proteobacteria	G	G	G	G
COG0470	Bacteria	Proteobacteria	L	L	L	L
COG0471	Bacteria	Proteobacteria	P	P	P	P
COG0472	Bacteria	Proteobacteria	M	M	M	M
COG0473	Bacteria	Proteobacteria	E	E	E	E
COG0474	Bacteria	Proteobacteria	P	P	P	P
COG0475	Bacteria	Proteobacteria	P	P	P	P
COG0476	Bacteria	Proteobacteria	H	H	H	H
COG0477	Bacteria	Proteobacteria	G	G	G	G
COG0478	Bacteria	Proteobacteria	T	T	T	T
COG0479	Bacteria	Proteobacteria	C	C	C	C
COG0480	Bacteria	Proteobacteria	J	J	J	J
COG0481	Bacteria	Proteobacteria	M	M	M	M
COG0482	Bacteria	Proteobacteria	J	J	J	J
COG0483	Bacteria	Proteobacteria	G	G	G	G
COG0484	Bacteria	Proteobacteria	O	O	O	O
COG0486	Bacteria	Proteobacteria	R	R	R	R
COG0488	Bacteria	Proteobacteria	R	R	R	R
COG0489	Bacteria	Proteobacteria	D	D	D	D
COG0490	Bacteria	Proteobacteria	P	P	P	P
COG0491	Bacteria	Proteobacteria	R	R	R	R
COG0492	Bacteria	Proteobacteria	O	O	O	O
COG0493	Bacteria	Proteobacteria	E	E	E	E
COG0494	Bacteria	Proteobacteria	L	L	L	L
COG0495	Bacteria	Proteobacteria	J	J	J	J
COG0496	Bacteria	Proteobacteria	F	F	F	F
COG0497	Bacteria	Proteobacteria	L	L	L	L
COG0498	Bacteria	Proteobacteria	E	E	E	E
COG0499	Bacteria	Proteobacteria	H	H	H	H
COG0500	Bacteria	Proteobacteria	Q	Q	Q	Q
COG0501	Bacteria	Proteobacteria	O	O	O	O
COG0502	Bacteria	Proteobacteria	H	H	H	H
COG0503	Bacteria	Proteobacteria	F	F	F	F
COG0504	Bacteria	Proteobacteria	F	F	F	F
COG0505	Bacteria	Proteobacteria	F	F	F	F
COG0506	Bacteria	Proteobacteria	E	E	E	E
COG0507	Bacteria	Proteobacteria	L	L	L	L
COG0508	Bacteria	Proteobacteria	C	C	C	C
COG0509	Bacteria	Proteobacteria	E	E	E	E
COG0510	Bacteria	Proteobacteria	M	M	M	M
COG0511	Bacteria	Proteobacteria	I	I	I	I
COG0512	Bacteria	Proteobacteria	E	E	E	E
COG0513	Bacteria	Proteobacteria	L	L	L	L
COG0514	Bacteria	Proteobacteria	L	L	L	L
COG0515	Bacteria	Proteobacteria	T	T	T	T
COG0516	Bacteria	Proteobacteria	F	F	F	F
COG0517	Bacteria	Proteobacteria	R	R	R	R
COG0518	Bacteria	Proteobacteria	F	F	F	F
COG0520	Bacteria	Proteobacteria	E	E	E	E
COG0521	Bacteria	Proteobacteria	H	H	H	H
COG0522	Bacteria	Proteobacteria	J	J	J	J
COG0523	Bacteria	Proteobacteria	R	R	R	R
COG0524	Bacteria	Proteobacteria	G	G	G	G
COG0525	Bacteria	Proteobacteria	J	J	J	J
COG0526	Bacteria	Proteobacteria	O	O	O	O
