x;Kingdom;Phylum;Class;Order;Family;Genus
ASV2316;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
ASV2317;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium
ASV2318;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XI;Anaerococcus
ASV2319;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV2320;Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales;NA;NA
ASV2321;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium
ASV2322;Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Aquisphaera
ASV2323;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV2324;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV2325;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
ASV2326;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Negativicoccus
ASV2327;Bacteria;NA;NA;NA;NA;NA
ASV2328;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga
ASV2329;NA;NA;NA;NA;NA;NA
ASV2330;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Brevibacillus
ASV2331;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;Nevskia
ASV2332;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia
ASV2333;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus
ASV2334;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV2335;Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA
ASV2336;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV2337;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV2338;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Chitinimonas
ASV2339;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto
ASV2340;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia/Shigella
ASV2341;Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas/Armatimonadetes_gp1
ASV2342;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;NA
ASV2343;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
ASV2344;Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
ASV2345;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus
ASV2346;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV2347;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV2348;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Dermabacteraceae;Brachybacterium
ASV2349;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV2350;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV2351;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV2352;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium
ASV2353;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;NA
ASV2354;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;NA
ASV2355;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium
ASV2356;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
ASV2357;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XI;Anaerococcus
ASV2358;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae;Streptomyces
ASV2359;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
ASV2360;Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA
ASV2361;NA;NA;NA;NA;NA;NA
ASV2362;Bacteria;NA;NA;NA;NA;NA
ASV2363;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ASV2364;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae;Streptomyces
ASV2365;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Bombella
ASV2366;Bacteria;Bacteroidetes;NA;NA;NA;NA
ASV2367;Bacteria;candidate_division_WPS-1;NA;NA;NA;NA
ASV2368;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;NA
ASV2369;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;NA;NA
ASV2370;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Pseudonocardia
ASV2371;Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Thermogutta
ASV2372;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Turicibacter
ASV2373;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV2374;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;NA
ASV2375;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Snodgrassella
ASV2376;Bacteria;NA;NA;NA;NA;NA
ASV2377;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium
ASV2378;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Flavisolibacter
ASV2379;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA
ASV2380;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides
ASV2381;Bacteria;Chloroflexi;NA;NA;NA;NA
ASV2382;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Adhaeribacter
ASV2383;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas
ASV2384;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Chitinophaga
ASV2385;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae_2;Oceanobacillus
ASV2386;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Fusicatenibacter
ASV2387;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
ASV2388;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Chelatococcus
ASV2389;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
ASV2390;Bacteria;NA;NA;NA;NA;NA
ASV2391;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;NA
ASV2392;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Aliivibrio
ASV2393;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae;Streptomyces
ASV2394;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Chlorophyta;NA
ASV2395;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas
ASV2396;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Dermacoccaceae;Kytococcus
ASV2397;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Nitrobacter
ASV2398;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides
ASV2399;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV2400;Bacteria;Proteobacteria;Betaproteobacteria;NA;NA;NA
ASV2401;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae_1;Bacillus
ASV2402;Bacteria;NA;NA;NA;NA;NA
ASV2403;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Cellulomonadaceae;Cellulomonas
ASV2404;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;NA
ASV2405;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Nitrobacter
ASV2406;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales_Incertae_Sedis_XI;Gemella
ASV2407;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Romboutsia
ASV2408;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV2409;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema
ASV2410;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Zoogloea
ASV2411;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ASV2412;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV2413;Bacteria;NA;NA;NA;NA;NA
ASV2414;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;NA
ASV2415;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Kineosporiaceae;NA
ASV2416;Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA
ASV2417;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ASV2418;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ASV2419;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gillisia
ASV2420;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Taibaiella
ASV2421;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV2422;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum
ASV2423;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV2424;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter
ASV2425;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Turicibacter
ASV2426;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas
ASV2427;Bacteria;Firmicutes;Bacilli;NA;NA;NA
ASV2428;Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;NA;NA;NA
ASV2429;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV2430;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;Nevskia
ASV2431;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
ASV2432;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea
ASV2433;Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;Family_VIII;GpVIII;NA
ASV2434;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiopsaceae;Nocardiopsis
ASV2435;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XI;Anaerococcus
ASV2436;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;NA
ASV2437;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
ASV2438;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ASV2439;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium
ASV2440;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA
ASV2441;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
ASV2442;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Aureimonas
ASV2443;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcus
ASV2444;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
ASV2445;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;NA
ASV2446;Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA
ASV2447;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter
ASV2448;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Neorhizobium
ASV2449;Bacteria;NA;NA;NA;NA;NA
ASV2450;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV2451;Bacteria;Actinobacteria;Actinobacteria;Gaiellales;Gaiellaceae;Gaiella
ASV2452;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia
ASV2453;Bacteria;NA;NA;NA;NA;NA
ASV2454;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Adhaeribacter
ASV2455;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia
ASV2456;Bacteria;Acidobacteria;Acidobacteria_Gp3;Candidatus_Solibacter;NA;NA
ASV2457;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Kineosporiaceae;NA
ASV2458;Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus
ASV2459;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Gemmiger
ASV2460;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV2461;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia
ASV2462;Bacteria;NA;NA;NA;NA;NA
ASV2463;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;NA
ASV2464;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
ASV2465;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;NA
ASV2466;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_2;Ammoniphilus
ASV2467;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae_1;Bacillus
ASV2468;Bacteria;Proteobacteria;Betaproteobacteria;NA;NA;NA
ASV2469;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;NA
ASV2470;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus
ASV2471;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;NA
ASV2472;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;NA;NA
ASV2473;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Parafilimonas
ASV2474;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae;Peptoniphilus
ASV2475;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV2476;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
ASV2477;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Chiayiivirga
ASV2478;Bacteria;NA;NA;NA;NA;NA
ASV2479;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylobacillus
ASV2480;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium
ASV2481;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
ASV2482;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XI;Anaerococcus
ASV2483;Bacteria;NA;NA;NA;NA;NA
ASV2484;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Dermabacteraceae;Brachybacterium
ASV2485;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
ASV2486;Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA
ASV2487;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia
ASV2488;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV2489;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium
ASV2490;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys
ASV2491;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae;Isoptericola
ASV2492;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes
ASV2493;NA;NA;NA;NA;NA;NA
ASV2494;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Cellvibrio
ASV2495;Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Vampirovibrio
ASV2496;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XI;Parvimonas
ASV2497;Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;NA;NA
ASV2498;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV2499;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA
ASV2500;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Paenibacillus
ASV2501;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia
ASV2502;Bacteria;Cyanobacteria/Chloroplast;Cyanobacteria;Family_XIII;GpXIII;NA
ASV2503;Bacteria;Verrucomicrobia;Spartobacteria;NA;NA;NA
ASV2504;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Tahibacter
ASV2505;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Cystobacter
ASV2506;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Streptophyta;NA
ASV2507;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
ASV2508;Bacteria;SR1;NA;NA;NA;NA
ASV2509;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia/Shigella
ASV2510;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;NA
ASV2511;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Arsenophonus
ASV2512;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Propionibacterium
ASV2513;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Saccharibacillus
ASV2514;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Snodgrassella
ASV2515;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV2516;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;NA
ASV2517;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
ASV2518;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
ASV2519;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia/Shigella
ASV2520;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter
ASV2521;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV2522;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;NA
ASV2523;Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Mesoplasma
ASV2524;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium
ASV2525;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium
ASV2526;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
ASV2527;Bacteria;NA;NA;NA;NA;NA
ASV2528;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
ASV2529;Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus
ASV2530;Bacteria;Bacteroidetes;NA;NA;NA;NA
ASV2531;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Buchnera
ASV2532;Bacteria;NA;NA;NA;NA;NA
ASV2533;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV2534;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;NA
ASV2535;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;NA
ASV2536;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas
ASV2537;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Aliivibrio
ASV2538;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;NA
ASV2539;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria
ASV2540;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
ASV2541;Bacteria;Proteobacteria;Deltaproteobacteria;NA;NA;NA
ASV2542;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae_2;Gracilibacillus
ASV2543;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
ASV2544;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Dermabacteraceae;Dermabacter
ASV2545;Bacteria;NA;NA;NA;NA;NA
ASV2546;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium
ASV2547;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XI;Finegoldia
ASV2548;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA
ASV2549;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Dongia
ASV2550;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
ASV2551;Bacteria;Verrucomicrobia;Spartobacteria;NA;NA;NA
ASV2552;Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma
ASV2553;Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;NA;NA
ASV2554;Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus
ASV2555;Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter
ASV2556;Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Chlorophyta;NA
ASV2557;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Carnimonas
ASV2558;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;NA;NA
ASV2559;Bacteria;NA;NA;NA;NA;NA
ASV2560;Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae_1;Brevibacillus
ASV2561;Bacteria;Actinobacteria;Actinobacteria;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter
ASV2562;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides
ASV2563;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga
ASV2564;Bacteria;NA;NA;NA;NA;NA
ASV2565;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Streptobacillus
ASV2566;Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus
ASV2567;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Flavisolibacter
ASV2568;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Cnuella
ASV2569;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA
ASV2570;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter
ASV2571;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV2572;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Agrococcus
ASV2573;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae_Sedis_XI;Anaerococcus
ASV2574;Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_incertae_sedis;Geminicoccus;NA
ASV2575;Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
ASV2576;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Rhodothermaceae;NA
ASV2577;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;NA
ASV2578;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA
ASV2579;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae;Streptomyces
ASV2580;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV2581;Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc
ASV2582;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium
ASV2583;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;NA
ASV2584;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV2585;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Chitinophaga
ASV2586;Bacteria;NA;NA;NA;NA;NA
ASV2587;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Geodermatophilaceae;Blastococcus
ASV2588;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
ASV2589;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
ASV2590;Bacteria;NA;NA;NA;NA;NA
ASV2591;Bacteria;NA;NA;NA;NA;NA
